Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Latur,Wheat,3000,3000,3000,30-07-2024
2,Latur,Wheat,2150,3676,2913,11-05-2024
3,Latur,Wheat,2800,3175,2987,02-04-2024
4,Latur,Wheat,2200,3700,2950,11-06-2024
5,Latur,Wheat,2001,2499,2250,15-03-2024
6,Latur,Wheat,3600,4401,4000,25-05-2024
7,Latur,Wheat,2315,2315,2315,12-11-2024
8,Latur,Wheat,2400,2800,2600,09-11-2024
9,Latur,Wheat,2176,3620,2898,01-08-2024
10,Latur,Wheat,2490,2490,2490,26-11-2024
11,Latur,Wheat,3826,3826,3826,25-04-2024
12,Latur,Wheat,2350,2601,2475,22-08-2024
13,Latur,Wheat,2151,2811,2481,15-02-2024
14,Latur,Wheat,2050,2050,2050,04-03-2024
15,Latur,Wheat,2200,3550,2875,19-07-2024
16,Latur,Wheat,3600,3700,3650,27-07-2024
17,Latur,Wheat,2400,3200,2800,21-11-2024
18,Latur,Wheat,2277,2855,2477,22-03-2024
19,Latur,Wheat,2232,3051,2641,21-09-2024
20,Latur,Wheat,3251,3251,3251,03-04-2024
21,Latur,Wheat,2200,2731,2465,02-03-2024
22,Latur,Wheat,2200,2200,2200,17-02-2024
23,Latur,Wheat,3501,3650,3575,14-06-2024
24,Latur,Wheat,2151,3100,2625,16-08-2024
25,Latur,Wheat,3700,3700,3700,19-06-2024
26,Latur,Wheat,2200,3251,2725,28-08-2024
27,Latur,Wheat,3700,3700,3700,17-05-2024
28,Latur,Wheat,2801,2801,2801,05-04-2024
29,Latur,Wheat,2450,2525,2487,02-11-2024
30,Latur,Wheat,2140,2325,2232,21-02-2024
31,Latur,Wheat,2150,2150,2150,30-08-2024
32,Latur,Wheat,2400,3000,2700,21-03-2024
33,Latur,Wheat,2300,2300,2300,17-08-2024
34,Latur,Wheat,2250,2250,2250,12-12-2024
35,Latur,Wheat,2201,3701,2951,09-05-2024
36,Latur,Wheat,2000,2700,2350,09-09-2024
37,Latur,Wheat,2530,2530,2530,08-11-2024
38,Latur,Wheat,1900,2401,2150,16-11-2024
39,Latur,Wheat,2500,3351,2925,02-12-2024
40,Latur,Wheat,2426,2800,2613,25-11-2024
41,Latur,Wheat,2400,2400,2400,20-03-2024
42,Latur,Wheat,2401,3601,3001,13-04-2024
43,Latur,Wheat,2500,2500,2500,11-07-2024
44,Latur,Wheat,3760,3760,3760,22-04-2024
45,Latur,Wheat,2190,3501,2845,15-05-2024
46,Latur,Wheat,3000,3701,3350,28-05-2024
47,Latur,Wheat,2450,2450,2450,31-07-2024
48,Latur,Wheat,2300,2300,2300,13-11-2024
49,Latur,Wheat,2200,2200,2200,29-04-2024
50,Latur,Wheat,2271,2271,2271,12-06-2024
51,Latur,Wheat,2399,3000,2699,27-02-2024
52,Latur,Wheat,3300,3300,3300,16-05-2024
53,Latur,Wheat,3201,3201,3201,08-07-2024
54,Latur,Wheat,3351,3351,3351,05-12-2024
55,Latur,Wheat,2000,2490,2245,21-10-2024
56,Latur,Wheat,2100,3000,2550,23-08-2024
57,Latur,Wheat,2350,3000,2675,13-03-2024
58,Latur,Wheat,3100,3100,3100,29-02-2024
59,Latur,Wheat,2150,2750,2450,05-03-2024
60,Latur,Wheat,2370,3500,2935,08-08-2024
61,Latur,Wheat,2101,2350,2225,12-08-2024
62,Latur,Wheat,2200,3476,2838,18-03-2024
63,Latur,Wheat,2100,2400,2250,29-08-2024
64,Latur,Wheat,3700,3700,3700,26-06-2024
65,Latur,Wheat,2200,3700,2950,15-04-2024
66,Latur,Wheat,2201,3050,2625,11-03-2024
67,Latur,Wheat,2191,3300,2745,03-08-2024
68,Latur,Wheat,2151,2151,2151,27-04-2024
69,Latur,Wheat,2100,3352,2726,22-11-2024
70,Latur,Wheat,2126,2126,2126,20-06-2024
71,Latur,Wheat,2525,3000,2762,18-12-2024
72,Latur,Wheat,2200,2200,2200,28-02-2024
73,Latur,Wheat,2000,3601,2800,05-08-2024
74,Latur,Wheat,2151,3651,2901,10-06-2024
75,Latur,Wheat,2150,2150,2150,02-05-2024
76,Latur,Wheat,2500,3400,2950,01-04-2024
77,Latur,Wheat,2500,2500,2500,04-04-2024
78,Latur,Wheat,2101,2500,2300,08-06-2024
79,Latur,Wheat,2300,2981,2640,14-03-2024
80,Latur,Wheat,3401,3401,3401,22-06-2024
81,Latur,Wheat,2200,3000,2600,24-02-2024
82,Latur,Wheat,2200,2601,2400,12-03-2024
83,Latur,Wheat,3601,3601,3601,06-07-2024
84,Latur,Wheat,2200,3400,2800,12-07-2024
