Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Bankura,Wheat,2700,3000,2800,11-May-24
2,Bankura,Wheat,2700,3000,2800,04-Aug-24
3,Bankura,Wheat,2700,3000,2800,27-Mar-24
4,Bankura,Wheat,2700,3000,2800,14-May-24
5,Bankura,Wheat,2650,2900,2850,30-Jan-24
6,Bankura,Wheat,2700,3000,2800,25-Aug-24
7,Bankura,Wheat,2650,2900,2850,22-Jan-24
8,Bankura,Wheat,2700,3000,2800,30-Nov-24
9,Bankura,Wheat,2700,3000,2800,30-May-24
10,Bankura,Wheat,2700,3000,2800,02-Jul-24
11,Bankura,Wheat,2700,3000,2800,03-Oct-24
12,Bankura,Wheat,2700,3000,2800,12-May-24
13,Bankura,Wheat,2700,3000,2800,23-Aug-24
14,Bankura,Wheat,2700,3000,2800,30-Aug-24
15,Bankura,Wheat,2700,3000,2800,27-Sep-24
16,Bankura,Wheat,2700,3000,2800,21-Dec-24
17,Bankura,Wheat,2700,3000,2850,24-Jul-24
18,Bankura,Wheat,2650,2900,2800,27-Jan-24
19,Bankura,Wheat,2700,2950,2800,29-May-24
20,Bankura,Wheat,2700,3000,2800,30-Oct-24
21,Bankura,Wheat,2600,2900,2800,05-Jan-24
22,Bankura,Wheat,2650,2900,2800,01-Feb-24
23,Bankura,Wheat,2750,3000,2800,12-Jul-24
24,Bankura,Wheat,2700,3000,2800,13-Sep-24
25,Bankura,Wheat,2700,3000,2800,29-Nov-24
26,Bankura,Wheat,2700,3000,2800,23-Mar-24
27,Bankura,Wheat,2650,2900,2850,15-Jan-24
28,Bankura,Wheat,2700,3000,2800,16-Dec-24
29,Bankura,Wheat,2700,2950,2800,24-May-24
30,Bankura,Wheat,2700,3000,2800,09-Aug-24
31,Bankura,Wheat,2700,3000,2800,08-Oct-24
32,Bankura,Wheat,2700,3000,2800,01-Jun-24
33,Bankura,Wheat,2700,3000,2800,10-Oct-24
34,Bankura,Wheat,2700,3000,2800,13-Jun-24
35,Bankura,Wheat,2700,3000,2800,29-Jun-24
36,Bankura,Wheat,2650,2900,2800,29-Jan-24
37,Bankura,Wheat,2650,2900,2800,15-Feb-24
38,Bankura,Wheat,2700,3000,2800,10-Apr-24
39,Bankura,Wheat,2700,3000,2800,28-May-24
40,Bankura,Wheat,2750,3000,2800,22-Jun-24
41,Bankura,Wheat,2700,3000,2800,11-Jul-24
42,Bankura,Wheat,2700,3000,2800,21-Nov-24
43,Bankura,Wheat,2700,2950,2850,06-Jul-24
44,Bankura,Wheat,2700,3000,2800,23-Oct-24
45,Bankura,Wheat,2700,3000,2800,15-Jul-24
46,Bankura,Wheat,2750,3000,2800,16-Jul-24
47,Bankura,Wheat,2700,3000,2800,01-Oct-24
48,Bankura,Wheat,2700,3000,2800,11-Jun-24
49,Bankura,Wheat,2700,2950,2800,29-Apr-24
50,Bankura,Wheat,2750,3000,2800,21-Jun-24
51,Bankura,Wheat,2700,3000,2800,14-Oct-24
52,Bankura,Wheat,2700,3000,2800,20-Sep-24
53,Bankura,Wheat,2700,3000,2800,27-Aug-24
54,Bankura,Wheat,2700,3000,2800,08-Dec-24
55,Bankura,Wheat,2700,3000,2800,17-Oct-24
56,Bankura,Wheat,2700,2950,2800,28-Apr-24
