Sl no.,District Name,Commodity,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
102,Kalburgi,Rice,FAQ,2100,2900,2500,28-09-2024
103,Kalburgi,Rice,FAQ,2100,2900,2550,01-08-2024
104,Kalburgi,Rice,FAQ,2100,2900,2550,07-08-2024
105,Kalburgi,Rice,FAQ,2100,2900,2550,15-03-2024
106,Kalburgi,Rice,FAQ,2100,2900,2550,16-05-2024
107,Kalburgi,Rice,FAQ,2100,2900,2550,26-09-2024
108,Kalburgi,Rice,FAQ,2100,2900,2600,28-10-2024
109,Kalburgi,Rice,FAQ,2100,2900,2650,12-11-2024
110,Kalburgi,Rice,FAQ,2100,2950,2500,12-07-2024
111,Kalburgi,Rice,FAQ,2100,2950,2550,03-08-2024
112,Kalburgi,Rice,FAQ,2100,2950,2600,02-07-2024
113,Kalburgi,Rice,FAQ,2100,2975,2600,14-11-2024
114,Kalburgi,Rice,FAQ,2100,3000,2450,14-10-2024
115,Kalburgi,Rice,FAQ,2100,3000,2450,22-04-2024
116,Kalburgi,Rice,FAQ,2100,3000,2450,28-03-2024
117,Kalburgi,Rice,FAQ,2100,3000,2500,01-03-2024
118,Kalburgi,Rice,FAQ,2100,3000,2500,05-02-2024
119,Kalburgi,Rice,FAQ,2100,3000,2550,03-02-2024
120,Kalburgi,Rice,FAQ,2100,3000,2550,03-05-2024
121,Kalburgi,Rice,FAQ,2100,3000,2550,24-10-2024
122,Kalburgi,Rice,FAQ,2100,3000,2600,07-02-2024
123,Kalburgi,Rice,FAQ,2100,3000,2600,10-09-2024
124,Kalburgi,Rice,FAQ,2100,3000,2600,11-06-2024
125,Kalburgi,Rice,FAQ,2100,3000,2600,12-09-2024
126,Kalburgi,Rice,FAQ,2100,3000,2600,18-07-2024
127,Kalburgi,Rice,FAQ,2100,3000,2600,19-10-2024
128,Kalburgi,Rice,FAQ,2100,3000,2600,22-05-2024
129,Kalburgi,Rice,FAQ,2100,3000,2600,30-05-2024
130,Kalburgi,Rice,FAQ,2100,3000,2650,05-06-2024
131,Kalburgi,Rice,FAQ,2100,3000,2650,06-09-2024
132,Kalburgi,Rice,FAQ,2100,3000,2650,20-05-2024
133,Kalburgi,Rice,FAQ,2100,3000,2650,24-01-2024
134,Kalburgi,Rice,FAQ,2100,3000,2650,30-08-2024
135,Kalburgi,Rice,FAQ,2100,3000,2700,25-10-2024
136,Kalburgi,Rice,FAQ,2100,3000,2800,12-06-2024
137,Kalburgi,Rice,FAQ,2100,3000,2800,20-03-2024
138,Kalburgi,Rice,FAQ,2100,3050,2600,04-06-2024
139,Kalburgi,Rice,FAQ,2100,3050,2650,13-02-2024
140,Kalburgi,Rice,FAQ,2100,3050,2700,28-08-2024
141,Kalburgi,Rice,FAQ,2100,3100,2550,10-06-2024
142,Kalburgi,Rice,FAQ,2100,3100,2800,04-01-2024
143,Kalburgi,Rice,FAQ,2100,3200,2800,16-03-2024
144,Kalburgi,Rice,FAQ,2100,3200,2800,23-08-2024
145,Kalburgi,Rice,FAQ,2100,3300,2850,18-03-2024
146,Kalburgi,Rice,FAQ,2100,3300,2875,28-05-2024
147,Kalburgi,Rice,FAQ,2125,2850,2600,27-09-2024
148,Kalburgi,Rice,FAQ,2150,2900,2450,17-05-2024
149,Kalburgi,Rice,FAQ,2150,2900,2500,08-01-2024
150,Kalburgi,Rice,FAQ,2150,2900,2500,19-01-2024
151,Kalburgi,Rice,FAQ,2150,2950,2550,10-08-2024
152,Kalburgi,Rice,FAQ,2150,3000,2550,04-09-2024
153,Kalburgi,Rice,FAQ,2150,3000,2575,08-02-2024
154,Kalburgi,Rice,FAQ,2150,3000,2600,10-10-2024
155,Kalburgi,Rice,FAQ,2150,3000,2650,12-02-2024
156,Kalburgi,Rice,FAQ,2150,3050,2600,03-01-2024
157,Kalburgi,Rice,FAQ,2150,3100,2650,01-06-2024
158,Kalburgi,Rice,FAQ,2175,2950,2550,12-03-2024
159,Kalburgi,Rice,FAQ,2200,2800,2400,20-01-2024
160,Kalburgi,Rice,FAQ,2200,2800,2500,13-01-2024
161,Kalburgi,Rice,FAQ,2200,2850,2500,04-10-2024
162,Kalburgi,Rice,FAQ,2200,2850,2600,21-03-2024
163,Kalburgi,Rice,FAQ,2200,2850,2600,24-09-2024
164,Kalburgi,Rice,FAQ,2200,2900,2500,12-08-2024
165,Kalburgi,Rice,FAQ,2200,2900,2500,13-11-2024
166,Kalburgi,Rice,FAQ,2200,2900,2500,18-10-2024
167,Kalburgi,Rice,FAQ,2200,2900,2550,07-10-2024
168,Kalburgi,Rice,FAQ,2200,2900,2550,11-11-2024
169,Kalburgi,Rice,FAQ,2200,2900,2550,25-04-2024
170,Kalburgi,Rice,FAQ,2200,2900,2550,28-06-2024
171,Kalburgi,Rice,FAQ,2200,2900,2600,01-10-2024
172,Kalburgi,Rice,FAQ,2200,2950,2500,17-01-2024
173,Kalburgi,Rice,FAQ,2200,3000,2500,09-09-2024
174,Kalburgi,Rice,FAQ,2200,3000,2510,06-02-2024
175,Kalburgi,Rice,FAQ,2200,3000,2550,03-06-2024
176,Kalburgi,Rice,FAQ,2200,3000,2550,24-04-2024
177,Kalburgi,Rice,FAQ,2200,3000,2600,03-09-2024
178,Kalburgi,Rice,FAQ,2200,3050,2650,31-05-2024
179,Kalburgi,Rice,FAQ,2200,3050,2700,17-08-2024
180,Kalburgi,Rice,FAQ,2200,3100,2600,05-09-2024
181,Kalburgi,Rice,FAQ,2200,3100,2600,24-08-2024
182,Kalburgi,Rice,FAQ,2200,3100,2650,10-02-2024
183,Kalburgi,Rice,FAQ,2200,3150,2800,14-08-2024
184,Kalburgi,Rice,FAQ,2200,3200,2700,11-09-2024
185,Kalburgi,Rice,FAQ,2250,2900,2500,23-01-2024
186,Kalburgi,Rice,FAQ,2250,3100,2750,16-08-2024
187,Kalburgi,Rice,FAQ,2500,3000,2800,02-05-2024
188,Kalburgi,Rice,FAQ,2800,4200,3450,19-12-2024
189,Kalburgi,Rice,FAQ,2900,4300,3600,18-12-2024
190,Kalburgi,Rice,FAQ,3000,4000,3500,08-11-2024
191,Kalburgi,Rice,FAQ,3000,4000,3600,26-12-2024
192,Kalburgi,Rice,FAQ,3000,4100,3550,24-06-2024
193,Kalburgi,Rice,FAQ,3000,4100,3650,10-12-2024
194,Kalburgi,Rice,FAQ,3000,4100,3750,14-12-2024
195,Kalburgi,Rice,FAQ,3000,4200,3800,04-12-2024
196,Kalburgi,Rice,FAQ,3000,4200,3800,07-12-2024
197,Kalburgi,Rice,FAQ,3000,4400,3800,06-12-2024
198,Kalburgi,Rice,FAQ,3100,4000,3550,28-12-2024
199,Kalburgi,Rice,FAQ,3100,4050,3550,16-12-2024
200,Kalburgi,Rice,FAQ,3100,4200,3400,01-01-2025
201,Kalburgi,Rice,FAQ,3100,4250,3500,12-12-2024
202,Kalburgi,Rice,FAQ,3100,4250,3700,09-12-2024
203,Kalburgi,Rice,FAQ,3100,4350,3550,13-12-2024
204,Kalburgi,Rice,FAQ,3150,4100,3600,31-12-2024
205,Kalburgi,Rice,FAQ,3150,4150,3500,17-12-2024
206,Kalburgi,Rice,FAQ,3200,4200,3800,23-12-2024
207,Kalburgi,Rice,FAQ,3400,4200,3900,21-12-2024
208,Kalburgi,Rice,FAQ,3450,4800,3700,03-12-2024
209,Kalburgi,Rice,FAQ,3500,4200,3800,02-12-2024
210,Kalburgi,Rice,FAQ,3500,4350,3800,20-12-2024
211,Kalburgi,Rice,FAQ,400,6400,5500,29-06-2024
212,Kalburgi,Rice,FAQ,2100,2800,2450,24-06-2024
213,Kalburgi,Rice,FAQ,3000,3800,3500,29-07-2024
214,Kalburgi,Rice,FAQ,3000,3850,3550,28-10-2024
215,Kalburgi,Rice,FAQ,3000,3950,3550,22-07-2024
216,Kalburgi,Rice,FAQ,3000,4000,3500,06-07-2024
217,Kalburgi,Rice,FAQ,3000,4000,3500,15-02-2024
218,Kalburgi,Rice,FAQ,3000,4000,3500,25-10-2024
219,Kalburgi,Rice,FAQ,3000,4000,3500,29-04-2024
220,Kalburgi,Rice,FAQ,3000,4000,3550,01-10-2024
221,Kalburgi,Rice,FAQ,3000,4000,3550,04-11-2024
222,Kalburgi,Rice,FAQ,3000,4000,3550,06-11-2024
223,Kalburgi,Rice,FAQ,3000,4000,3550,07-02-2024
224,Kalburgi,Rice,FAQ,3000,4000,3550,25-07-2024
225,Kalburgi,Rice,FAQ,3000,4000,3550,28-03-2024
226,Kalburgi,Rice,FAQ,3000,4000,3575,20-07-2024
227,Kalburgi,Rice,FAQ,3000,4000,3600,10-01-2024
228,Kalburgi,Rice,FAQ,3000,4000,3600,12-01-2024
229,Kalburgi,Rice,FAQ,3000,4000,3600,26-10-2024
230,Kalburgi,Rice,FAQ,3000,4000,3600,29-10-2024
231,Kalburgi,Rice,FAQ,3000,4050,3550,22-02-2024
232,Kalburgi,Rice,FAQ,3000,4050,3600,27-01-2024
233,Kalburgi,Rice,FAQ,3000,4100,3500,19-04-2024
234,Kalburgi,Rice,FAQ,3000,4100,3505,17-01-2024
235,Kalburgi,Rice,FAQ,3000,4100,3550,02-07-2024
236,Kalburgi,Rice,FAQ,3000,4100,3550,23-10-2024
237,Kalburgi,Rice,FAQ,3000,4100,3600,16-04-2024
238,Kalburgi,Rice,FAQ,3000,4100,3600,23-01-2024
239,Kalburgi,Rice,FAQ,3000,4100,3650,07-10-2024
240,Kalburgi,Rice,FAQ,3000,4100,3650,26-02-2024
241,Kalburgi,Rice,FAQ,3000,4150,3600,11-11-2024
242,Kalburgi,Rice,FAQ,3000,4200,3550,30-01-2024
243,Kalburgi,Rice,FAQ,3000,4200,3600,26-04-2024
244,Kalburgi,Rice,FAQ,3000,4200,3650,05-02-2024
245,Kalburgi,Rice,FAQ,3000,4200,3650,19-07-2024
246,Kalburgi,Rice,FAQ,3000,4200,3650,24-09-2024
247,Kalburgi,Rice,FAQ,3000,4200,3750,30-09-2024
248,Kalburgi,Rice,FAQ,3000,4200,3800,27-03-2024
249,Kalburgi,Rice,FAQ,3000,4250,3700,03-04-2024
250,Kalburgi,Rice,FAQ,3000,4300,3700,03-02-2024
251,Kalburgi,Rice,FAQ,3000,4300,3700,13-05-2024
252,Kalburgi,Rice,FAQ,3000,4300,3750,15-07-2024
253,Kalburgi,Rice,FAQ,3000,4300,3800,07-03-2024
254,Kalburgi,Rice,FAQ,3000,4300,3800,09-09-2024
255,Kalburgi,Rice,FAQ,3000,4300,3800,14-06-2024
256,Kalburgi,Rice,FAQ,3000,4300,3800,15-03-2024
257,Kalburgi,Rice,FAQ,3000,4300,3800,18-07-2024
258,Kalburgi,Rice,FAQ,3000,4300,3850,01-08-2024
259,Kalburgi,Rice,FAQ,3000,4300,3850,16-07-2024
260,Kalburgi,Rice,FAQ,3000,4350,3650,01-02-2024
261,Kalburgi,Rice,FAQ,3000,4350,3650,13-03-2024
262,Kalburgi,Rice,FAQ,3000,4400,3800,01-04-2024
263,Kalburgi,Rice,FAQ,3000,4400,3800,10-06-2024
264,Kalburgi,Rice,FAQ,3000,4400,3800,20-06-2024
265,Kalburgi,Rice,FAQ,3000,4400,3800,25-06-2024
266,Kalburgi,Rice,FAQ,3000,4400,3800,26-06-2024
267,Kalburgi,Rice,FAQ,3000,4400,3800,29-05-2024
268,Kalburgi,Rice,FAQ,3000,6300,3800,04-10-2024
269,Kalburgi,Rice,FAQ,3025,4000,3500,08-01-2024
270,Kalburgi,Rice,FAQ,3025,4050,3550,08-02-2024
271,Kalburgi,Rice,FAQ,3050,3900,3500,02-03-2024
272,Kalburgi,Rice,FAQ,3050,3950,3655,19-11-2024
273,Kalburgi,Rice,FAQ,3050,4000,3550,01-03-2024
274,Kalburgi,Rice,FAQ,3050,4100,3650,03-06-2024
275,Kalburgi,Rice,FAQ,3050,4175,3720,05-04-2024
276,Kalburgi,Rice,FAQ,3050,4200,3650,11-03-2024
277,Kalburgi,Rice,FAQ,3050,4600,4000,30-07-2024
278,Kalburgi,Rice,FAQ,3100,3850,3550,13-07-2024
279,Kalburgi,Rice,FAQ,3100,3850,3550,26-07-2024
280,Kalburgi,Rice,FAQ,3100,3850,3600,13-11-2024
281,Kalburgi,Rice,FAQ,3100,3950,3500,16-02-2024
282,Kalburgi,Rice,FAQ,3100,4000,3500,20-01-2024
283,Kalburgi,Rice,FAQ,3100,4000,3500,21-03-2024
284,Kalburgi,Rice,FAQ,3100,4000,3550,03-05-2024
285,Kalburgi,Rice,FAQ,3100,4000,3550,04-04-2024
286,Kalburgi,Rice,FAQ,3100,4000,3550,04-03-2024
287,Kalburgi,Rice,FAQ,3100,4000,3550,05-11-2024
288,Kalburgi,Rice,FAQ,3100,4000,3600,09-01-2024
289,Kalburgi,Rice,FAQ,3100,4000,3600,12-11-2024
290,Kalburgi,Rice,FAQ,3100,4000,3600,13-01-2024
291,Kalburgi,Rice,FAQ,3100,4000,3600,20-02-2024
292,Kalburgi,Rice,FAQ,3100,4000,3600,24-10-2024
293,Kalburgi,Rice,FAQ,3100,4000,3650,24-02-2024
294,Kalburgi,Rice,FAQ,3100,4050,3650,15-04-2024
295,Kalburgi,Rice,FAQ,3100,4050,3650,29-01-2024
296,Kalburgi,Rice,FAQ,3100,4100,3650,30-04-2024
297,Kalburgi,Rice,FAQ,3100,4150,3600,04-06-2024
298,Kalburgi,Rice,FAQ,3100,4150,3625,12-02-2024
299,Kalburgi,Rice,FAQ,3100,4150,3650,05-08-2024
300,Kalburgi,Rice,FAQ,3100,4150,3650,22-04-2024
301,Kalburgi,Rice,FAQ,3100,4200,3550,15-06-2024
302,Kalburgi,Rice,FAQ,3100,4200,3650,12-07-2024
303,Kalburgi,Rice,FAQ,3100,4200,3650,14-02-2024
304,Kalburgi,Rice,FAQ,3100,4200,3700,10-10-2024
305,Kalburgi,Rice,FAQ,3100,4200,3750,19-02-2024
306,Kalburgi,Rice,FAQ,3100,4200,3800,06-02-2024
307,Kalburgi,Rice,FAQ,3100,4200,3800,10-09-2024
308,Kalburgi,Rice,FAQ,3100,4200,3800,13-02-2024
309,Kalburgi,Rice,FAQ,3100,4200,3850,10-08-2024
310,Kalburgi,Rice,FAQ,3100,4250,3800,14-05-2024
311,Kalburgi,Rice,FAQ,3100,4250,3800,22-05-2024
312,Kalburgi,Rice,FAQ,3100,4300,3600,16-05-2024
313,Kalburgi,Rice,FAQ,3100,4300,3650,04-09-2024
314,Kalburgi,Rice,FAQ,3100,4300,3800,05-01-2024
315,Kalburgi,Rice,FAQ,3100,4300,3800,11-09-2024
316,Kalburgi,Rice,FAQ,3100,4300,3800,12-09-2024
317,Kalburgi,Rice,FAQ,3100,4300,3800,14-03-2024
318,Kalburgi,Rice,FAQ,3100,4300,3800,15-05-2024
319,Kalburgi,Rice,FAQ,3100,4300,3800,31-01-2024
320,Kalburgi,Rice,FAQ,3100,4350,3800,08-07-2024
321,Kalburgi,Rice,FAQ,3100,4350,3800,30-05-2024
322,Kalburgi,Rice,FAQ,3100,4400,3800,02-02-2024
323,Kalburgi,Rice,FAQ,3100,4400,3800,02-01-2024
324,Kalburgi,Rice,FAQ,3100,4400,3800,02-05-2024
325,Kalburgi,Rice,FAQ,3100,4400,3800,11-06-2024
326,Kalburgi,Rice,FAQ,3100,4400,3800,13-09-2024
327,Kalburgi,Rice,FAQ,3100,4400,3800,23-07-2024
328,Kalburgi,Rice,FAQ,3100,4400,3800,23-05-2024
329,Kalburgi,Rice,FAQ,3100,4400,3800,28-06-2024
330,Kalburgi,Rice,FAQ,3100,4400,3850,12-06-2024
331,Kalburgi,Rice,FAQ,3100,4400,3850,13-06-2024
332,Kalburgi,Rice,FAQ,3100,4400,3850,19-06-2024
333,Kalburgi,Rice,FAQ,3100,4400,3850,22-06-2024
334,Kalburgi,Rice,FAQ,3100,4400,3850,31-07-2024
335,Kalburgi,Rice,FAQ,3100,4400,4000,09-07-2024
336,Kalburgi,Rice,FAQ,3100,4500,3850,27-06-2024
337,Kalburgi,Rice,FAQ,3100,4500,4000,04-07-2024
338,Kalburgi,Rice,FAQ,3150,3900,3600,17-02-2024
339,Kalburgi,Rice,FAQ,3150,4000,3550,12-03-2024
340,Kalburgi,Rice,FAQ,3150,4000,3600,14-10-2024
341,Kalburgi,Rice,FAQ,3150,4000,3600,18-10-2024
342,Kalburgi,Rice,FAQ,3150,4000,3600,19-10-2024
343,Kalburgi,Rice,FAQ,3150,4000,3600,21-02-2024
344,Kalburgi,Rice,FAQ,3150,4200,3625,06-08-2024
345,Kalburgi,Rice,FAQ,3150,4200,3650,17-05-2024
346,Kalburgi,Rice,FAQ,3150,4200,3650,31-05-2024
347,Kalburgi,Rice,FAQ,3150,4200,3800,04-01-2024
348,Kalburgi,Rice,FAQ,3150,4200,3800,05-06-2024
349,Kalburgi,Rice,FAQ,3150,4200,3800,10-07-2024
350,Kalburgi,Rice,FAQ,3150,4250,3800,03-09-2024
351,Kalburgi,Rice,FAQ,3150,4250,3875,18-06-2024
352,Kalburgi,Rice,FAQ,3150,4300,3800,02-04-2024
353,Kalburgi,Rice,FAQ,3150,4300,3800,02-08-2024
354,Kalburgi,Rice,FAQ,3200,4000,3600,23-02-2024
355,Kalburgi,Rice,FAQ,3200,4000,3600,25-04-2024
356,Kalburgi,Rice,FAQ,3200,4000,3650,24-01-2024
357,Kalburgi,Rice,FAQ,3200,4000,3650,28-09-2024
358,Kalburgi,Rice,FAQ,3200,4000,3700,15-10-2024
359,Kalburgi,Rice,FAQ,3200,4100,3700,19-01-2024
360,Kalburgi,Rice,FAQ,3200,4200,3800,06-09-2024
361,Kalburgi,Rice,FAQ,3200,4200,3800,18-03-2024
362,Kalburgi,Rice,FAQ,3200,4200,3800,20-05-2024
363,Kalburgi,Rice,FAQ,3200,4210,3800,11-07-2024
364,Kalburgi,Rice,FAQ,3200,4250,3800,03-01-2024
365,Kalburgi,Rice,FAQ,3200,4250,3850,01-06-2024
366,Kalburgi,Rice,FAQ,3200,4250,3850,24-04-2024
367,Kalburgi,Rice,FAQ,3200,4250,3900,08-08-2024
368,Kalburgi,Rice,FAQ,3200,4300,3800,08-10-2024
369,Kalburgi,Rice,FAQ,3200,4300,3800,24-07-2024
370,Kalburgi,Rice,FAQ,3200,4300,3850,30-08-2024
371,Kalburgi,Rice,FAQ,3200,4350,3850,03-07-2024
372,Kalburgi,Rice,FAQ,3200,4400,3800,05-09-2024
373,Kalburgi,Rice,FAQ,3200,4400,3800,13-08-2024
374,Kalburgi,Rice,FAQ,3200,4400,3850,01-07-2024
375,Kalburgi,Rice,FAQ,3200,4400,3950,12-08-2024
376,Kalburgi,Rice,FAQ,3200,4600,3850,06-03-2024
377,Kalburgi,Rice,FAQ,3300,4000,3650,26-09-2024
378,Kalburgi,Rice,FAQ,3300,4150,3800,27-09-2024
379,Kalburgi,Rice,FAQ,3300,4200,3800,07-08-2024
380,Kalburgi,Rice,FAQ,3300,4200,3800,29-08-2024
381,Kalburgi,Rice,FAQ,3350,4400,3850,21-05-2024
382,Kalburgi,Rice,FAQ,3400,4200,3800,16-03-2024
383,Kalburgi,Rice,FAQ,3400,4200,3850,20-03-2024
384,Kalburgi,Rice,FAQ,3400,4300,4020,28-08-2024
385,Kalburgi,Rice,FAQ,3400,4400,4000,20-04-2024
386,Kalburgi,Rice,FAQ,3500,4200,3800,05-03-2024
387,Kalburgi,Rice,FAQ,3500,4400,4050,03-08-2024
388,Kalburgi,Rice,FAQ,3500,4600,4000,23-08-2024
389,Kalburgi,Rice,FAQ,3500,4600,4100,27-05-2024
390,Kalburgi,Rice,FAQ,3500,4700,4150,21-08-2024
391,Kalburgi,Rice,FAQ,3500,5000,4000,14-08-2024
392,Kalburgi,Rice,FAQ,3500,5050,4100,20-08-2024
393,Kalburgi,Rice,FAQ,3550,5000,4000,17-08-2024
394,Kalburgi,Rice,FAQ,3575,4500,4100,24-08-2024
395,Kalburgi,Rice,FAQ,3600,4400,3950,28-05-2024
396,Kalburgi,Rice,FAQ,3600,4400,4050,27-08-2024
397,Kalburgi,Rice,FAQ,3600,4650,4050,22-08-2024
398,Kalburgi,Rice,FAQ,3600,5000,4050,16-08-2024
399,Kalburgi,Rice,FAQ,4000,5000,4500,08-11-2024
400,Kalburgi,Rice,FAQ,4100,6150,5250,14-11-2024
401,Kalburgi,Rice,FAQ,4150,6000,5400,15-11-2024
402,Kalburgi,Rice,FAQ,4150,6250,5400,16-11-2024
403,Kalburgi,Rice,FAQ,4175,6100,5300,10-02-2024
404,Kalburgi,Rice,FAQ,4200,7100,5500,02-12-2024
405,Kalburgi,Rice,FAQ,4400,6000,5300,19-12-2024
406,Kalburgi,Rice,FAQ,4550,6500,5950,03-12-2024
407,Kalburgi,Rice,FAQ,4600,6000,5250,18-12-2024
