Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Balodabazar,Masur Dal,4000,4000,4000,13-12-2024
2,Balodabazar,Masur Dal,4000,4000,4000,25-10-2024
3,Balodabazar,Masur Dal,4200,4650,4501,01-01-2025
4,Balodabazar,Masur Dal,4350,4701,4701,22-11-2024
5,Balodabazar,Masur Dal,4351,4351,4351,31-12-2024
6,Balodabazar,Masur Dal,4351,4401,4401,24-12-2024
7,Balodabazar,Masur Dal,4500,4500,4500,03-12-2024
8,Balodabazar,Masur Dal,4501,4901,4901,26-10-2024
9,Balodabazar,Masur Dal,4501,5301,5001,28-10-2024
10,Balodabazar,Masur Dal,4660.5,5403.5,4750.5,06-12-2024
11,Balodabazar,Masur Dal,4681,4776,4681,28-12-2024
12,Balodabazar,Masur Dal,4800,5200,5000,24-10-2024
13,Balodabazar,Masur Dal,4801,5202,5202,16-11-2024
14,Balodabazar,Masur Dal,4851,4951,4951,11-11-2024
15,Balodabazar,Masur Dal,5001,5865,5856,19-12-2024
16,Balodabazar,Masur Dal,5151,5151,5151,08-11-2024
