Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Mysore,Ragi (Finger Millet),2953,3120,3024,28-02-2024
2,Mysore,Ragi (Finger Millet),3250,3380,3315,04-06-2024
3,Mysore,Ragi (Finger Millet),3255,3406,3350,10-08-2024
4,Mysore,Ragi (Finger Millet),2908,3170,3145,11-03-2024
5,Mysore,Ragi (Finger Millet),3200,3435,3358,09-08-2024
6,Mysore,Ragi (Finger Millet),2620,3272,3062,15-04-2024
7,Mysore,Ragi (Finger Millet),2020,3301,3147,04-01-2024
8,Mysore,Ragi (Finger Millet),4005,6700,4005,19-03-2024
9,Mysore,Ragi (Finger Millet),3015,3228,3101,30-09-2024
10,Mysore,Ragi (Finger Millet),3400,3800,3500,11-10-2024
11,Mysore,Ragi (Finger Millet),3139,3155,3147,25-09-2024
12,Mysore,Ragi (Finger Millet),2953,3275,3151,06-04-2024
13,Mysore,Ragi (Finger Millet),3380,3410,3395,24-04-2024
14,Mysore,Ragi (Finger Millet),3259,3611,3383,11-07-2024
15,Mysore,Ragi (Finger Millet),3154,3355,3260,20-05-2024
16,Mysore,Ragi (Finger Millet),3800,4400,4000,08-07-2024
17,Mysore,Ragi (Finger Millet),3077,3228,3208,26-08-2024
18,Mysore,Ragi (Finger Millet),3060,3139,3112,17-09-2024
19,Mysore,Ragi (Finger Millet),3007,3220,3114,27-02-2024
20,Mysore,Ragi (Finger Millet),3081,3310,3224,27-08-2024
21,Mysore,Ragi (Finger Millet),3009,3258,3162,24-08-2024
22,Mysore,Ragi (Finger Millet),2000,3500,2800,06-07-2024
23,Mysore,Ragi (Finger Millet),3175,3375,3272,08-08-2024
24,Mysore,Ragi (Finger Millet),3055,3228,3142,17-02-2024
25,Mysore,Ragi (Finger Millet),3335,3465,3411,02-08-2024
26,Mysore,Ragi (Finger Millet),3500,3500,3500,23-05-2024
27,Mysore,Ragi (Finger Millet),3270,7309,3600,06-09-2024
28,Mysore,Ragi (Finger Millet),3315,3468,3392,24-07-2024
29,Mysore,Ragi (Finger Millet),3275,3515,3359,04-07-2024
30,Mysore,Ragi (Finger Millet),3106,3412,3300,19-01-2024
31,Mysore,Ragi (Finger Millet),3016,3035,3029,01-03-2024
32,Mysore,Ragi (Finger Millet),3016,3200,3067,15-02-2024
33,Mysore,Ragi (Finger Millet),3216,3520,3357,12-08-2024
34,Mysore,Ragi (Finger Millet),2910,3466,3232,10-06-2024
35,Mysore,Ragi (Finger Millet),3000,3400,3200,03-04-2024
36,Mysore,Ragi (Finger Millet),2916,3070,2993,01-04-2024
37,Mysore,Ragi (Finger Millet),3200,3600,3400,23-10-2024
38,Mysore,Ragi (Finger Millet),3185,3513,3356,13-08-2024
39,Mysore,Ragi (Finger Millet),3155,3380,3258,11-11-2024
40,Mysore,Ragi (Finger Millet),3419,3419,3419,09-07-2024
41,Mysore,Ragi (Finger Millet),3863,3863,3863,09-03-2024
42,Mysore,Ragi (Finger Millet),3101,3380,3236,24-06-2024
43,Mysore,Ragi (Finger Millet),3210,3410,3310,30-05-2024
44,Mysore,Ragi (Finger Millet),3055,3400,3223,18-03-2024
45,Mysore,Ragi (Finger Millet),3175,3189,3182,03-09-2024
46,Mysore,Ragi (Finger Millet),2260,3700,3464,29-07-2024
47,Mysore,Ragi (Finger Millet),3145,3200,3172,29-08-2024
48,Mysore,Ragi (Finger Millet),2800,3600,3600,02-02-2024
49,Mysore,Ragi (Finger Millet),3133,3135,3134,12-09-2024
50,Mysore,Ragi (Finger Millet),3089,3189,3132,25-10-2024
51,Mysore,Ragi (Finger Millet),3440,3440,3440,27-03-2024
52,Mysore,Ragi (Finger Millet),3077,3250,3164,11-09-2024
53,Mysore,Ragi (Finger Millet),2851,3105,3058,21-10-2024
54,Mysore,Ragi (Finger Millet),3115,3115,3115,03-05-2024
55,Mysore,Ragi (Finger Millet),3139,3139,3139,19-09-2024
56,Mysore,Ragi (Finger Millet),3053,3053,3053,09-01-2024
57,Mysore,Ragi (Finger Millet),3075,3223,3135,22-04-2024
58,Mysore,Ragi (Finger Millet),3200,3200,3200,05-08-2024
59,Mysore,Ragi (Finger Millet),3063,3379,3177,29-01-2024
60,Mysore,Ragi (Finger Millet),3315,3482,3381,03-06-2024
61,Mysore,Ragi (Finger Millet),3106,3205,3166,04-09-2024
62,Mysore,Ragi (Finger Millet),3255,3400,3307,04-04-2024
63,Mysore,Ragi (Finger Millet),3045,3266,3156,18-10-2024
64,Mysore,Ragi (Finger Millet),3001,3184,3072,05-01-2024
65,Mysore,Ragi (Finger Millet),3007,3208,3119,23-02-2024
66,Mysore,Ragi (Finger Millet),3020,3350,3156,25-04-2024
67,Mysore,Ragi (Finger Millet),3147,3371,3226,23-08-2024
68,Mysore,Ragi (Finger Millet),2952,3106,3052,30-03-2024
69,Mysore,Ragi (Finger Millet),3372,3500,3434,01-08-2024
70,Mysore,Ragi (Finger Millet),3168,3422,3270,22-05-2024
71,Mysore,Ragi (Finger Millet),3400,3800,3500,09-10-2024
72,Mysore,Ragi (Finger Millet),3040,3425,3192,18-04-2024
73,Mysore,Ragi (Finger Millet),3600,3700,3600,18-06-2024
74,Mysore,Ragi (Finger Millet),3252,3482,3349,08-06-2024
75,Mysore,Ragi (Finger Millet),3300,3501,3435,18-07-2024
76,Mysore,Ragi (Finger Millet),2969,2969,2969,02-01-2024
77,Mysore,Ragi (Finger Millet),3335,3414,3377,31-07-2024
78,Mysore,Ragi (Finger Millet),3170,3370,3318,05-12-2024
79,Mysore,Ragi (Finger Millet),2965,2965,2965,06-03-2024
80,Mysore,Ragi (Finger Millet),2900,3100,3050,13-03-2024
81,Mysore,Ragi (Finger Millet),2815,3366,3128,14-03-2024
82,Mysore,Ragi (Finger Millet),2908,3363,3230,19-08-2024
83,Mysore,Ragi (Finger Millet),3075,3362,3176,22-08-2024
84,Mysore,Ragi (Finger Millet),2916,3357,3206,17-08-2024
85,Mysore,Ragi (Finger Millet),3155,3155,3155,22-03-2024
86,Mysore,Ragi (Finger Millet),2955,3300,3130,09-09-2024
87,Mysore,Ragi (Finger Millet),2810,3265,3038,07-11-2024
88,Mysore,Ragi (Finger Millet),3315,3468,3372,30-07-2024
89,Mysore,Ragi (Finger Millet),3055,3055,3055,14-10-2024
90,Mysore,Ragi (Finger Millet),3116,3160,3131,25-03-2024
91,Mysore,Ragi (Finger Millet),3133,3460,3309,16-05-2024
92,Mysore,Ragi (Finger Millet),3139,3155,3147,24-09-2024
93,Mysore,Ragi (Finger Millet),3260,3516,3355,07-08-2024
94,Mysore,Ragi (Finger Millet),3007,3443,3176,28-10-2024
95,Mysore,Ragi (Finger Millet),3056,3316,3186,26-10-2024
96,Mysore,Ragi (Finger Millet),3179,3340,3251,06-11-2024
97,Mysore,Ragi (Finger Millet),3065,3155,3110,16-04-2024
98,Mysore,Ragi (Finger Millet),3000,3120,3100,13-11-2024
99,Mysore,Ragi (Finger Millet),3113,3675,3356,25-07-2024
100,Mysore,Ragi (Finger Millet),3139,3139,3139,18-09-2024
101,Mysore,Ragi (Finger Millet),3100,3100,3100,05-11-2024
102,Mysore,Ragi (Finger Millet),3175,3460,3282,30-08-2024
103,Mysore,Ragi (Finger Millet),3222,3340,3291,03-07-2024
104,Mysore,Ragi (Finger Millet),2950,3200,3102,09-11-2024
105,Mysore,Ragi (Finger Millet),3207,3379,3299,24-01-2024
106,Mysore,Ragi (Finger Millet),2971,3262,3055,07-03-2024
