Sl no.,District Name,Commodity,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
67,Mandya,Gur(Jaggery),FAQ,3500,3950,3800,04-03-2024
68,Mandya,Gur(Jaggery),FAQ,3500,3990,3800,04-10-2024
69,Mandya,Gur(Jaggery),FAQ,3500,4000,3780,14-10-2024
70,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,28-09-2024
71,Mandya,Gur(Jaggery),FAQ,3500,4010,3800,21-10-2024
72,Mandya,Gur(Jaggery),FAQ,3500,4040,3880,25-09-2024
73,Mandya,Gur(Jaggery),FAQ,3500,4050,3800,02-07-2024
74,Mandya,Gur(Jaggery),FAQ,3500,4100,3850,01-07-2024
75,Mandya,Gur(Jaggery),FAQ,3500,4100,3850,09-07-2024
76,Mandya,Gur(Jaggery),FAQ,3500,4100,3900,23-03-2024
77,Mandya,Gur(Jaggery),FAQ,3500,4110,3850,19-10-2024
78,Mandya,Gur(Jaggery),FAQ,3500,4120,3850,05-10-2024
79,Mandya,Gur(Jaggery),FAQ,3500,4120,3850,23-10-2024
80,Mandya,Gur(Jaggery),FAQ,3500,4130,3900,27-03-2024
81,Mandya,Gur(Jaggery),FAQ,3500,4150,3950,06-07-2024
82,Mandya,Gur(Jaggery),FAQ,3500,4180,3950,04-07-2024
83,Mandya,Gur(Jaggery),FAQ,3500,4200,3850,15-03-2024
84,Mandya,Gur(Jaggery),FAQ,3500,4200,4000,05-07-2024
85,Mandya,Gur(Jaggery),FAQ,3500,4220,4000,11-11-2024
86,Mandya,Gur(Jaggery),FAQ,3500,4240,3880,14-03-2024
87,Mandya,Gur(Jaggery),FAQ,3500,4240,3900,16-03-2024
88,Mandya,Gur(Jaggery),FAQ,3500,4240,4000,20-03-2024
89,Mandya,Gur(Jaggery),FAQ,3500,4240,4050,09-11-2024
90,Mandya,Gur(Jaggery),FAQ,3500,4250,3900,26-06-2024
91,Mandya,Gur(Jaggery),FAQ,3500,4250,3960,28-06-2024
92,Mandya,Gur(Jaggery),FAQ,3500,4260,3900,10-07-2024
93,Mandya,Gur(Jaggery),FAQ,3500,4280,4000,14-11-2024
94,Mandya,Gur(Jaggery),FAQ,3500,4300,4050,19-03-2024
95,Mandya,Gur(Jaggery),FAQ,3500,4385,4200,18-06-2024
96,Mandya,Gur(Jaggery),FAQ,3500,4390,4040,13-08-2024
97,Mandya,Gur(Jaggery),FAQ,3500,4395,4100,18-07-2024
98,Mandya,Gur(Jaggery),FAQ,3500,4400,4000,16-07-2024
99,Mandya,Gur(Jaggery),FAQ,3500,4400,4150,01-06-2024
100,Mandya,Gur(Jaggery),FAQ,3500,4400,4150,02-04-2024
101,Mandya,Gur(Jaggery),FAQ,3500,4400,4230,20-06-2024
102,Mandya,Gur(Jaggery),FAQ,3500,4415,4000,24-05-2024
103,Mandya,Gur(Jaggery),FAQ,3500,4430,4050,09-08-2024
104,Mandya,Gur(Jaggery),FAQ,3500,4450,4000,10-08-2024
105,Mandya,Gur(Jaggery),FAQ,3500,4450,4000,31-07-2024
106,Mandya,Gur(Jaggery),FAQ,3500,4450,4100,19-07-2024
107,Mandya,Gur(Jaggery),FAQ,3500,4460,4150,30-04-2024
108,Mandya,Gur(Jaggery),FAQ,3500,4465,4280,21-05-2024
109,Mandya,Gur(Jaggery),FAQ,3500,4500,4100,27-05-2024
110,Mandya,Gur(Jaggery),FAQ,3500,4505,4250,08-06-2024
111,Mandya,Gur(Jaggery),FAQ,3500,4505,4300,18-05-2024
112,Mandya,Gur(Jaggery),FAQ,3500,4510,4000,25-05-2024
113,Mandya,Gur(Jaggery),FAQ,3500,4570,4100,01-08-2024
114,Mandya,Gur(Jaggery),FAQ,3500,4575,4100,27-07-2024
115,Mandya,Gur(Jaggery),FAQ,3500,4580,4050,22-07-2024
116,Mandya,Gur(Jaggery),FAQ,3500,4580,4200,29-05-2024
117,Mandya,Gur(Jaggery),FAQ,3500,4620,4150,29-07-2024
118,Mandya,Gur(Jaggery),FAQ,3500,4650,4150,26-07-2024
119,Mandya,Gur(Jaggery),FAQ,3500,4680,4450,13-05-2024
120,Mandya,Gur(Jaggery),FAQ,3500,4700,4200,24-07-2024
121,Mandya,Gur(Jaggery),FAQ,3500,4700,4300,06-04-2024
122,Mandya,Gur(Jaggery),FAQ,3500,4750,4450,19-04-2024
123,Mandya,Gur(Jaggery),FAQ,3500,4850,4300,03-08-2024
124,Mandya,Gur(Jaggery),FAQ,3550,3960,3800,22-10-2024
125,Mandya,Gur(Jaggery),FAQ,3550,4000,3760,10-10-2024
126,Mandya,Gur(Jaggery),FAQ,3550,4040,3800,16-10-2024
127,Mandya,Gur(Jaggery),FAQ,3550,4100,3820,29-06-2024
128,Mandya,Gur(Jaggery),FAQ,3550,4200,3900,08-07-2024
129,Mandya,Gur(Jaggery),FAQ,3550,4220,3900,15-07-2024
130,Mandya,Gur(Jaggery),FAQ,3550,4495,4250,23-05-2024
131,Mandya,Gur(Jaggery),FAQ,3550,4500,4200,02-05-2024
132,Mandya,Gur(Jaggery),FAQ,3550,4740,4200,02-08-2024
133,Mandya,Gur(Jaggery),FAQ,3550,4810,4550,16-05-2024
134,Mandya,Gur(Jaggery),FAQ,3600,3900,3750,01-01-2024
135,Mandya,Gur(Jaggery),FAQ,3600,3900,3800,13-01-2024
136,Mandya,Gur(Jaggery),FAQ,3600,3950,3800,03-10-2024
137,Mandya,Gur(Jaggery),FAQ,3600,4000,3800,02-01-2024
138,Mandya,Gur(Jaggery),FAQ,3600,4000,3800,02-03-2024
139,Mandya,Gur(Jaggery),FAQ,3600,4015,3850,30-09-2024
140,Mandya,Gur(Jaggery),FAQ,3600,4030,3840,18-10-2024
141,Mandya,Gur(Jaggery),FAQ,3600,4060,3850,03-01-2024
142,Mandya,Gur(Jaggery),FAQ,3600,4060,3860,26-09-2024
143,Mandya,Gur(Jaggery),FAQ,3600,4080,3900,24-09-2024
144,Mandya,Gur(Jaggery),FAQ,3600,4080,3950,11-01-2024
145,Mandya,Gur(Jaggery),FAQ,3600,4100,3850,05-09-2024
146,Mandya,Gur(Jaggery),FAQ,3600,4100,3920,10-09-2024
147,Mandya,Gur(Jaggery),FAQ,3600,4130,3900,17-09-2024
148,Mandya,Gur(Jaggery),FAQ,3600,4140,3900,09-10-2024
149,Mandya,Gur(Jaggery),FAQ,3600,4150,3900,25-10-2024
150,Mandya,Gur(Jaggery),FAQ,3600,4150,3910,18-09-2024
151,Mandya,Gur(Jaggery),FAQ,3600,4150,3950,03-09-2024
152,Mandya,Gur(Jaggery),FAQ,3600,4180,3900,05-01-2024
153,Mandya,Gur(Jaggery),FAQ,3600,4200,4000,09-01-2024
154,Mandya,Gur(Jaggery),FAQ,3600,4200,4000,14-09-2024
155,Mandya,Gur(Jaggery),FAQ,3600,4235,4000,31-08-2024
156,Mandya,Gur(Jaggery),FAQ,3600,4270,4000,13-11-2024
157,Mandya,Gur(Jaggery),FAQ,3600,4280,4000,29-10-2024
158,Mandya,Gur(Jaggery),FAQ,3600,4290,3900,07-10-2024
159,Mandya,Gur(Jaggery),FAQ,3600,4290,3950,27-06-2024
160,Mandya,Gur(Jaggery),FAQ,3600,4340,4100,21-06-2024
161,Mandya,Gur(Jaggery),FAQ,3600,4340,4160,29-08-2024
162,Mandya,Gur(Jaggery),FAQ,3600,4350,4000,13-07-2024
163,Mandya,Gur(Jaggery),FAQ,3600,4360,4100,27-08-2024
164,Mandya,Gur(Jaggery),FAQ,3600,4370,4000,04-05-2024
165,Mandya,Gur(Jaggery),FAQ,3600,4370,4150,04-06-2024
166,Mandya,Gur(Jaggery),FAQ,3600,4380,3950,25-06-2024
167,Mandya,Gur(Jaggery),FAQ,3600,4400,4000,12-08-2024
168,Mandya,Gur(Jaggery),FAQ,3600,4400,4200,19-06-2024
169,Mandya,Gur(Jaggery),FAQ,3600,4400,4230,14-06-2024
170,Mandya,Gur(Jaggery),FAQ,3600,4410,4150,17-08-2024
171,Mandya,Gur(Jaggery),FAQ,3600,4420,4250,12-06-2024
172,Mandya,Gur(Jaggery),FAQ,3600,4425,4250,07-06-2024
173,Mandya,Gur(Jaggery),FAQ,3600,4450,4260,20-05-2024
174,Mandya,Gur(Jaggery),FAQ,3600,4460,4130,21-08-2024
175,Mandya,Gur(Jaggery),FAQ,3600,4480,4180,23-08-2024
176,Mandya,Gur(Jaggery),FAQ,3600,4500,4180,19-08-2024
177,Mandya,Gur(Jaggery),FAQ,3600,4520,4200,29-04-2024
178,Mandya,Gur(Jaggery),FAQ,3600,4530,4100,27-04-2024
179,Mandya,Gur(Jaggery),FAQ,3600,4545,4250,09-05-2024
180,Mandya,Gur(Jaggery),FAQ,3600,4560,4100,23-07-2024
181,Mandya,Gur(Jaggery),FAQ,3600,4590,4350,08-04-2024
182,Mandya,Gur(Jaggery),FAQ,3600,4650,4300,24-04-2024
183,Mandya,Gur(Jaggery),FAQ,3600,4700,4500,11-05-2024
184,Mandya,Gur(Jaggery),FAQ,3600,4730,4400,23-04-2024
185,Mandya,Gur(Jaggery),FAQ,3600,4750,4200,03-04-2024
186,Mandya,Gur(Jaggery),FAQ,3600,4750,4300,04-04-2024
187,Mandya,Gur(Jaggery),FAQ,3600,4750,4400,20-04-2024
188,Mandya,Gur(Jaggery),FAQ,3600,4760,4420,22-04-2024
189,Mandya,Gur(Jaggery),FAQ,3610,4000,3850,02-12-2024
190,Mandya,Gur(Jaggery),FAQ,3650,3980,3850,12-01-2024
191,Mandya,Gur(Jaggery),FAQ,3650,4160,3920,08-01-2024
192,Mandya,Gur(Jaggery),FAQ,3650,4300,4000,04-11-2024
193,Mandya,Gur(Jaggery),FAQ,3700,4050,3850,03-12-2024
194,Mandya,Gur(Jaggery),FAQ,3700,4080,4050,10-01-2024
195,Mandya,Gur(Jaggery),FAQ,3700,4100,3900,04-09-2024
196,Mandya,Gur(Jaggery),FAQ,3700,4100,3900,09-09-2024
197,Mandya,Gur(Jaggery),FAQ,3700,4150,3950,04-01-2024
198,Mandya,Gur(Jaggery),FAQ,3700,4180,4000,20-11-2024
199,Mandya,Gur(Jaggery),FAQ,3700,4200,3900,08-10-2024
200,Mandya,Gur(Jaggery),FAQ,3700,4200,3950,26-10-2024
201,Mandya,Gur(Jaggery),FAQ,3700,4250,4000,12-09-2024
202,Mandya,Gur(Jaggery),FAQ,3700,4270,4050,05-11-2024
203,Mandya,Gur(Jaggery),FAQ,3700,4300,4050,07-11-2024
204,Mandya,Gur(Jaggery),FAQ,3700,4300,4050,19-11-2024
205,Mandya,Gur(Jaggery),FAQ,3700,4300,4130,05-06-2024
206,Mandya,Gur(Jaggery),FAQ,3700,4330,4150,10-06-2024
207,Mandya,Gur(Jaggery),FAQ,3700,4350,4000,30-10-2024
208,Mandya,Gur(Jaggery),FAQ,3700,4395,4100,16-08-2024
209,Mandya,Gur(Jaggery),FAQ,3700,4410,4220,31-05-2024
210,Mandya,Gur(Jaggery),FAQ,3700,4450,4150,06-05-2024
211,Mandya,Gur(Jaggery),FAQ,3700,4500,4150,20-08-2024
212,Mandya,Gur(Jaggery),FAQ,3700,4500,4300,30-05-2024
213,Mandya,Gur(Jaggery),FAQ,3700,4545,4200,08-05-2024
214,Mandya,Gur(Jaggery),FAQ,3700,4750,4200,25-07-2024
215,Mandya,Gur(Jaggery),FAQ,3700,4800,4500,18-04-2024
216,Mandya,Gur(Jaggery),FAQ,3750,4170,4000,25-11-2024
217,Mandya,Gur(Jaggery),FAQ,3750,4330,4150,03-06-2024
218,Mandya,Gur(Jaggery),FAQ,3800,4020,3900,06-09-2024
219,Mandya,Gur(Jaggery),FAQ,3800,4170,3950,11-09-2024
220,Mandya,Gur(Jaggery),FAQ,3800,4200,4050,13-09-2024
221,Mandya,Gur(Jaggery),FAQ,3800,4220,4000,15-11-2024
222,Mandya,Gur(Jaggery),FAQ,3800,4225,4080,02-09-2024
223,Mandya,Gur(Jaggery),FAQ,3850,4290,4100,30-08-2024
224,Mandya,Gur(Jaggery),FAQ,3850,4300,4150,26-08-2024
225,Mandya,Gur(Jaggery),FAQ,3850,4340,4200,28-08-2024
226,Mandya,Gur(Jaggery),FAQ,3900,4180,4050,16-11-2024
227,Mandya,Gur(Jaggery),FAQ,3900,4290,4000,06-11-2024
228,Mandya,Gur(Jaggery),FAQ,3900,4450,4200,22-08-2024
229,Mandya,Gur(Jaggery),FAQ,4000,4260,4100,12-11-2024
230,Mandya,Gur(Jaggery),FAQ,3200,3600,3480,08-02-2024
231,Mandya,Gur(Jaggery),FAQ,3200,3700,3500,09-02-2024
232,Mandya,Gur(Jaggery),FAQ,3200,3700,3500,28-03-2024
233,Mandya,Gur(Jaggery),FAQ,3200,3700,3500,30-03-2024
234,Mandya,Gur(Jaggery),FAQ,3200,3700,3550,07-03-2024
235,Mandya,Gur(Jaggery),FAQ,3200,3700,3550,09-03-2024
236,Mandya,Gur(Jaggery),FAQ,3200,3700,3550,13-03-2024
237,Mandya,Gur(Jaggery),FAQ,3200,4000,3600,08-07-2024
238,Mandya,Gur(Jaggery),FAQ,3300,3650,3500,12-02-2024
239,Mandya,Gur(Jaggery),FAQ,3300,3650,3500,21-03-2024
240,Mandya,Gur(Jaggery),FAQ,3300,3650,3550,15-02-2024
241,Mandya,Gur(Jaggery),FAQ,3300,3650,3550,22-02-2024
242,Mandya,Gur(Jaggery),FAQ,3300,3650,3550,26-02-2024
243,Mandya,Gur(Jaggery),FAQ,3300,3660,3530,14-02-2024
244,Mandya,Gur(Jaggery),FAQ,3300,3700,3400,23-02-2024
245,Mandya,Gur(Jaggery),FAQ,3300,3700,3500,01-04-2024
246,Mandya,Gur(Jaggery),FAQ,3300,3700,3500,01-03-2024
247,Mandya,Gur(Jaggery),FAQ,3300,3700,3500,02-03-2024
248,Mandya,Gur(Jaggery),FAQ,3300,3700,3500,07-02-2024
249,Mandya,Gur(Jaggery),FAQ,3300,3700,3500,22-03-2024
250,Mandya,Gur(Jaggery),FAQ,3300,3700,3500,29-02-2024
251,Mandya,Gur(Jaggery),FAQ,3300,3700,3550,14-03-2024
252,Mandya,Gur(Jaggery),FAQ,3300,3700,3550,20-03-2024
253,Mandya,Gur(Jaggery),FAQ,3300,3700,3550,24-01-2024
254,Mandya,Gur(Jaggery),FAQ,3300,3700,3550,27-03-2024
255,Mandya,Gur(Jaggery),FAQ,3300,3700,3550,28-02-2024
256,Mandya,Gur(Jaggery),FAQ,3300,3700,3600,06-03-2024
257,Mandya,Gur(Jaggery),FAQ,3300,3700,3600,11-03-2024
258,Mandya,Gur(Jaggery),FAQ,3300,3700,3600,12-03-2024
259,Mandya,Gur(Jaggery),FAQ,3300,3700,3600,16-02-2024
260,Mandya,Gur(Jaggery),FAQ,3300,3700,3650,20-02-2024
261,Mandya,Gur(Jaggery),FAQ,3300,3700,3650,21-02-2024
262,Mandya,Gur(Jaggery),FAQ,3300,3750,3450,23-03-2024
263,Mandya,Gur(Jaggery),FAQ,3300,3750,3550,10-02-2024
264,Mandya,Gur(Jaggery),FAQ,3300,3750,3600,15-03-2024
265,Mandya,Gur(Jaggery),FAQ,3300,3750,3600,16-03-2024
266,Mandya,Gur(Jaggery),FAQ,3300,3750,3600,18-03-2024
267,Mandya,Gur(Jaggery),FAQ,3300,3750,3600,25-03-2024
268,Mandya,Gur(Jaggery),FAQ,3300,3750,3600,26-03-2024
269,Mandya,Gur(Jaggery),FAQ,3300,3750,3650,08-01-2024
270,Mandya,Gur(Jaggery),FAQ,3300,3750,3650,09-01-2024
271,Mandya,Gur(Jaggery),FAQ,3300,3750,3650,17-02-2024
272,Mandya,Gur(Jaggery),FAQ,3300,3750,3650,19-02-2024
273,Mandya,Gur(Jaggery),FAQ,3300,3800,3600,05-04-2024
274,Mandya,Gur(Jaggery),FAQ,3300,3800,3600,06-04-2024
275,Mandya,Gur(Jaggery),FAQ,3300,3800,3600,08-04-2024
276,Mandya,Gur(Jaggery),FAQ,3300,3800,3700,05-01-2024
277,Mandya,Gur(Jaggery),FAQ,3300,3850,3750,18-05-2024
278,Mandya,Gur(Jaggery),FAQ,3300,3850,3750,20-05-2024
279,Mandya,Gur(Jaggery),FAQ,3300,3900,3600,10-07-2024
280,Mandya,Gur(Jaggery),FAQ,3300,3900,3600,15-07-2024
281,Mandya,Gur(Jaggery),FAQ,3300,3900,3600,16-07-2024
282,Mandya,Gur(Jaggery),FAQ,3300,3900,3610,18-07-2024
283,Mandya,Gur(Jaggery),FAQ,3300,3900,3650,24-06-2024
284,Mandya,Gur(Jaggery),FAQ,3300,3900,3650,28-06-2024
285,Mandya,Gur(Jaggery),FAQ,3300,3900,3680,26-06-2024
286,Mandya,Gur(Jaggery),FAQ,3300,3900,3740,17-05-2024
287,Mandya,Gur(Jaggery),FAQ,3300,4000,3650,20-07-2024
288,Mandya,Gur(Jaggery),FAQ,3300,4000,3660,12-07-2024
289,Mandya,Gur(Jaggery),FAQ,3300,4000,3700,03-07-2024
290,Mandya,Gur(Jaggery),FAQ,3300,4000,3700,06-07-2024
291,Mandya,Gur(Jaggery),FAQ,3300,4000,3700,11-06-2024
292,Mandya,Gur(Jaggery),FAQ,3350,3650,3550,13-02-2024
293,Mandya,Gur(Jaggery),FAQ,3350,3750,3600,25-11-2024
294,Mandya,Gur(Jaggery),FAQ,3350,3800,3600,04-04-2024
295,Mandya,Gur(Jaggery),FAQ,3350,3850,3700,03-12-2024
296,Mandya,Gur(Jaggery),FAQ,3350,3900,3660,04-10-2024
297,Mandya,Gur(Jaggery),FAQ,3350,3950,3650,11-07-2024
298,Mandya,Gur(Jaggery),FAQ,3350,3950,3750,20-06-2024
299,Mandya,Gur(Jaggery),FAQ,3350,4000,3730,09-08-2024
300,Mandya,Gur(Jaggery),FAQ,3350,4000,3750,12-08-2024
301,Mandya,Gur(Jaggery),FAQ,3400,3700,3550,03-02-2024
302,Mandya,Gur(Jaggery),FAQ,3400,3700,3550,05-02-2024
303,Mandya,Gur(Jaggery),FAQ,3400,3700,3550,06-02-2024
304,Mandya,Gur(Jaggery),FAQ,3400,3700,3600,04-03-2024
305,Mandya,Gur(Jaggery),FAQ,3400,3700,3600,05-03-2024
306,Mandya,Gur(Jaggery),FAQ,3400,3700,3600,20-11-2024
307,Mandya,Gur(Jaggery),FAQ,3400,3700,3600,27-02-2024
308,Mandya,Gur(Jaggery),FAQ,3400,3750,3500,24-02-2024
309,Mandya,Gur(Jaggery),FAQ,3400,3750,3600,02-02-2024
310,Mandya,Gur(Jaggery),FAQ,3400,3750,3600,19-03-2024
311,Mandya,Gur(Jaggery),FAQ,3400,3750,3600,31-01-2024
312,Mandya,Gur(Jaggery),FAQ,3400,3750,3650,01-01-2024
313,Mandya,Gur(Jaggery),FAQ,3400,3750,3650,02-01-2024
314,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,02-04-2024
315,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,03-04-2024
316,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,15-05-2024
317,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,16-11-2024
318,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,19-11-2024
319,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,21-10-2024
320,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,25-01-2024
321,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,27-01-2024
322,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,29-01-2024
323,Mandya,Gur(Jaggery),FAQ,3400,3800,3630,09-11-2024
324,Mandya,Gur(Jaggery),FAQ,3400,3800,3650,08-11-2024
325,Mandya,Gur(Jaggery),FAQ,3400,3800,3650,10-01-2024
326,Mandya,Gur(Jaggery),FAQ,3400,3800,3650,11-05-2024
327,Mandya,Gur(Jaggery),FAQ,3400,3800,3650,13-05-2024
328,Mandya,Gur(Jaggery),FAQ,3400,3800,3650,14-11-2024
329,Mandya,Gur(Jaggery),FAQ,3400,3800,3650,15-11-2024
330,Mandya,Gur(Jaggery),FAQ,3400,3800,3650,22-05-2024
331,Mandya,Gur(Jaggery),FAQ,3400,3800,3650,30-01-2024
332,Mandya,Gur(Jaggery),FAQ,3400,3800,3660,11-01-2024
333,Mandya,Gur(Jaggery),FAQ,3400,3800,3680,01-06-2024
334,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,03-01-2024
335,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,04-01-2024
336,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,06-11-2024
337,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,07-11-2024
338,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,12-01-2024
339,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,13-01-2024
340,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,20-04-2024
341,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,23-01-2024
342,Mandya,Gur(Jaggery),FAQ,3400,3850,3600,15-10-2024
343,Mandya,Gur(Jaggery),FAQ,3400,3850,3650,02-12-2024
344,Mandya,Gur(Jaggery),FAQ,3400,3850,3650,03-10-2024
345,Mandya,Gur(Jaggery),FAQ,3400,3850,3650,22-10-2024
346,Mandya,Gur(Jaggery),FAQ,3400,3850,3700,12-11-2024
347,Mandya,Gur(Jaggery),FAQ,3400,3850,3700,13-11-2024
348,Mandya,Gur(Jaggery),FAQ,3400,3850,3700,19-04-2024
349,Mandya,Gur(Jaggery),FAQ,3400,3850,3750,21-05-2024
350,Mandya,Gur(Jaggery),FAQ,3400,3900,3620,09-07-2024
351,Mandya,Gur(Jaggery),FAQ,3400,3900,3650,05-10-2024
352,Mandya,Gur(Jaggery),FAQ,3400,3900,3650,10-06-2024
353,Mandya,Gur(Jaggery),FAQ,3400,3900,3650,16-10-2024
354,Mandya,Gur(Jaggery),FAQ,3400,3900,3650,25-07-2024
355,Mandya,Gur(Jaggery),FAQ,3400,3900,3650,27-07-2024
356,Mandya,Gur(Jaggery),FAQ,3400,3900,3680,01-10-2024
357,Mandya,Gur(Jaggery),FAQ,3400,3900,3680,07-06-2024
358,Mandya,Gur(Jaggery),FAQ,3400,3900,3680,07-10-2024
359,Mandya,Gur(Jaggery),FAQ,3400,3900,3680,09-10-2024
360,Mandya,Gur(Jaggery),FAQ,3400,3900,3680,23-10-2024
361,Mandya,Gur(Jaggery),FAQ,3400,3900,3680,29-10-2024
362,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,02-07-2024
363,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,04-11-2024
364,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,05-11-2024
