Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Bidar,Jowar(Sorghum),1701,2612,2450,07-12-2024
2,Bidar,Jowar(Sorghum),1800,2201,1900,13-07-2024
3,Bidar,Jowar(Sorghum),1800,2350,2150,28-09-2024
4,Bidar,Jowar(Sorghum),1800,2500,2000,12-07-2024
5,Bidar,Jowar(Sorghum),1800,2600,2271,01-07-2024
6,Bidar,Jowar(Sorghum),1800,2750,2425,09-12-2024
7,Bidar,Jowar(Sorghum),1800,2751,2600,04-11-2024
8,Bidar,Jowar(Sorghum),1800,2770,2400,05-12-2024
9,Bidar,Jowar(Sorghum),1800,2811,2300,15-11-2024
10,Bidar,Jowar(Sorghum),1800,3000,2850,02-12-2024
11,Bidar,Jowar(Sorghum),1800,3061,2600,04-12-2024
12,Bidar,Jowar(Sorghum),1800,3401,3100,03-06-2024
13,Bidar,Jowar(Sorghum),1800,3500,3000,05-06-2024
14,Bidar,Jowar(Sorghum),1800,5192,3500,20-01-2024
15,Bidar,Jowar(Sorghum),1840,2400,2250,11-07-2024
16,Bidar,Jowar(Sorghum),1900,2700,2400,05-11-2024
17,Bidar,Jowar(Sorghum),1900,2740,2400,10-12-2024
18,Bidar,Jowar(Sorghum),1900,2800,2301,08-11-2024
19,Bidar,Jowar(Sorghum),1900,2800,2451,06-12-2024
20,Bidar,Jowar(Sorghum),1900,2800,2500,03-12-2024
21,Bidar,Jowar(Sorghum),1900,2900,2600,24-12-2024
22,Bidar,Jowar(Sorghum),1900,2960,2600,14-11-2024
23,Bidar,Jowar(Sorghum),1901,2560,2100,13-11-2024
24,Bidar,Jowar(Sorghum),1901,2800,2351,11-11-2024
25,Bidar,Jowar(Sorghum),1931,2811,2401,25-10-2024
26,Bidar,Jowar(Sorghum),1960,2500,2200,19-07-2024
27,Bidar,Jowar(Sorghum),1960,2550,2300,16-07-2024
28,Bidar,Jowar(Sorghum),2000,2325,2200,26-07-2024
29,Bidar,Jowar(Sorghum),2000,2400,2300,27-08-2024
30,Bidar,Jowar(Sorghum),2000,2590,2301,28-08-2024
31,Bidar,Jowar(Sorghum),2000,2600,2400,10-10-2024
32,Bidar,Jowar(Sorghum),2000,2600,2500,21-12-2024
33,Bidar,Jowar(Sorghum),2000,2650,2300,17-08-2024
34,Bidar,Jowar(Sorghum),2000,2651,2400,24-09-2024
35,Bidar,Jowar(Sorghum),2000,2700,2500,16-11-2024
36,Bidar,Jowar(Sorghum),2000,2800,2500,07-11-2024
37,Bidar,Jowar(Sorghum),2000,2851,2600,19-11-2024
38,Bidar,Jowar(Sorghum),2000,2871,2381,20-11-2024
39,Bidar,Jowar(Sorghum),2000,2991,2450,24-10-2024
40,Bidar,Jowar(Sorghum),2000,3000,2300,09-11-2024
41,Bidar,Jowar(Sorghum),2000,3000,2500,02-11-2024
42,Bidar,Jowar(Sorghum),2000,3000,2800,30-05-2024
43,Bidar,Jowar(Sorghum),2000,3100,2400,12-11-2024
44,Bidar,Jowar(Sorghum),2050,3491,3200,04-06-2024
45,Bidar,Jowar(Sorghum),2051,2301,2100,16-10-2024
46,Bidar,Jowar(Sorghum),2100,2400,2250,01-10-2024
47,Bidar,Jowar(Sorghum),2100,2400,2300,31-08-2024
48,Bidar,Jowar(Sorghum),2100,2402,2202,15-10-2024
