Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Salem,Ragi (Finger Millet),2700,3200,2950,19-06-2024
2,Salem,Ragi (Finger Millet),2600,3000,2800,08-07-2024
3,Salem,Ragi (Finger Millet),2700,3200,2950,29-07-2024
4,Salem,Ragi (Finger Millet),2700,3300,3000,19-07-2024
5,Salem,Ragi (Finger Millet),2800,3100,2950,15-07-2024
6,Salem,Ragi (Finger Millet),2800,3200,3000,30-07-2024
7,Salem,Ragi (Finger Millet),2800,3300,3050,24-07-2024
8,Salem,Ragi (Finger Millet),2850,3200,3050,21-10-2024
9,Salem,Ragi (Finger Millet),2950,3300,3150,11-07-2024
10,Salem,Ragi (Finger Millet),3050,3400,3200,20-09-2024
11,Salem,Ragi (Finger Millet),3050,3400,3250,07-10-2024
12,Salem,Ragi (Finger Millet),3050,3450,3200,18-09-2024
13,Salem,Ragi (Finger Millet),3050,3600,3450,12-12-2024
14,Salem,Ragi (Finger Millet),3050,3650,3300,13-12-2024
15,Salem,Ragi (Finger Millet),3100,3450,3250,25-11-2024
16,Salem,Ragi (Finger Millet),3150,3500,3350,12-09-2024
17,Salem,Ragi (Finger Millet),3150,3550,3300,18-11-2024
18,Salem,Ragi (Finger Millet),3150,3600,3350,20-11-2024
19,Salem,Ragi (Finger Millet),3150,3700,3350,23-12-2024
20,Salem,Ragi (Finger Millet),3200,3500,3350,10-09-2024
21,Salem,Ragi (Finger Millet),3250,3670,3450,09-12-2024
22,Salem,Ragi (Finger Millet),6500,7000,6750,23-10-2024
