Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Medak,Wheat,2572,2572,2572,06-05-2024
2,Medak,Wheat,2222,2311,2222,23-05-2024
3,Medak,Wheat,2342,2342,2342,01-07-2024
4,Medak,Wheat,2366,2366,2366,02-08-2024
5,Medak,Wheat,1820,1820,1820,22-07-2024
6,Medak,Wheat,2270,2325,2325,24-05-2024
7,Medak,Wheat,2268,2501,2501,22-05-2024
8,Medak,Wheat,2311,2311,2311,11-05-2024
9,Medak,Wheat,2202,2202,2202,17-08-2024
10,Medak,Wheat,1212,2363,2363,11-07-2024
11,Medak,Wheat,2156,2156,2156,26-04-2024
12,Medak,Wheat,2324,2324,2324,24-06-2024
13,Medak,Wheat,1761,1761,1761,20-06-2024
14,Medak,Wheat,2225,2451,2306,15-05-2024
15,Medak,Wheat,2175,2175,2175,30-05-2024
16,Medak,Wheat,2350,2350,2350,30-08-2024
17,Medak,Wheat,2251,2251,2251,26-07-2024
18,Medak,Wheat,2175,2175,2175,09-05-2024
19,Medak,Wheat,2121,2121,2121,24-09-2024
20,Medak,Wheat,2175,2423,2423,07-06-2024
21,Medak,Wheat,2323,2323,2323,26-11-2024
22,Medak,Wheat,2388,2388,2388,10-06-2024
23,Medak,Wheat,2210,2210,2210,16-04-2024
24,Medak,Wheat,2289,2289,2289,17-05-2024
25,Medak,Wheat,2050,2366,2207,29-04-2024
26,Medak,Wheat,2736,2736,2736,04-07-2024
27,Medak,Wheat,2325,2325,2325,15-06-2024
28,Medak,Wheat,2021,2021,2021,03-10-2024
29,Medak,Wheat,1810,2350,2350,15-04-2024
30,Medak,Wheat,2155,2155,2155,09-07-2024
31,Medak,Wheat,2202,2202,2202,12-07-2024
32,Medak,Wheat,2150,2340,2340,22-04-2024
33,Medak,Wheat,2013,2013,2013,08-08-2024
34,Medak,Wheat,1950,2150,1950,25-04-2024
35,Medak,Wheat,2400,2400,2400,10-04-2024
36,Medak,Wheat,1818,1818,1818,10-07-2024
37,Medak,Wheat,2330,2330,2330,22-08-2024
38,Medak,Wheat,1810,2250,2250,19-04-2024
39,Medak,Wheat,2150,2150,2150,19-06-2024
40,Medak,Wheat,1850,2122,2122,03-06-2024
41,Medak,Wheat,2250,2305,2305,05-06-2024
42,Medak,Wheat,1209,1209,1209,19-07-2024
43,Medak,Wheat,2268,2405,2268,30-04-2024
44,Medak,Wheat,2310,2405,2363,12-04-2024
45,Medak,Wheat,2325,2350,2325,31-05-2024
46,Medak,Wheat,2280,2280,2280,13-08-2024
47,Medak,Wheat,2311,2428,2311,20-05-2024
48,Medak,Wheat,2289,2289,2289,06-04-2024
49,Medak,Wheat,2458,2458,2458,16-05-2024
50,Medak,Wheat,2359,2359,2359,03-04-2024
51,Medak,Wheat,2212,2212,2212,25-05-2024
52,Medak,Wheat,2011,2380,2212,18-04-2024
53,Medak,Wheat,2069,2159,2159,27-04-2024
54,Medak,Wheat,2355,2355,2355,04-06-2024
55,Medak,Wheat,2400,2400,2400,27-09-2024
56,Medak,Wheat,2250,2415,2415,02-05-2024
57,Medak,Wheat,2042,2042,2042,11-11-2024
58,Medak,Wheat,2600,2600,2600,03-05-2024
