Sl no.,Centre Name,,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
408,Akola,,Jowar(Sorghum),2000,2400,2250,27-09-2024
409,Akola,,Jowar(Sorghum),2000,2400,2304,28-09-2024
410,Akola,,Jowar(Sorghum),2000,2500,2200,17-08-2024
411,Akola,,Jowar(Sorghum),2000,2500,2300,13-09-2024
412,Akola,,Jowar(Sorghum),2000,2500,2313,31-08-2024
413,Akola,,Jowar(Sorghum),2000,2500,2326,30-08-2024
414,Akola,,Jowar(Sorghum),2000,2500,2349,27-07-2024
415,Akola,,Jowar(Sorghum),2075,2075,2075,29-03-2024
416,Akola,,Jowar(Sorghum),2233,2233,2233,04-05-2024
417,Akola,,Jowar(Sorghum),1800,2200,2140,16-03-2024
418,Akola,,Jowar(Sorghum),1860,2120,2090,07-12-2024
419,Akola,,Jowar(Sorghum),1860,2120,2090,09-12-2024
420,Akola,,Jowar(Sorghum),1895,2310,2240,02-05-2024
421,Akola,,Jowar(Sorghum),1900,2100,2000,21-11-2024
422,Akola,,Jowar(Sorghum),1900,2300,2240,14-03-2024
423,Akola,,Jowar(Sorghum),1900,2400,2340,19-03-2024
424,Akola,,Jowar(Sorghum),1925,2100,2090,31-12-2024
425,Akola,,Jowar(Sorghum),1975,2125,2070,12-12-2024
426,Akola,,Jowar(Sorghum),1975,2160,2110,24-10-2024
427,Akola,,Jowar(Sorghum),1990,2130,2040,07-05-2024
428,Akola,,Jowar(Sorghum),1990,2150,2040,04-05-2024
429,Akola,,Jowar(Sorghum),1990,2215,2190,21-05-2024
430,Akola,,Jowar(Sorghum),2025,2230,2170,06-06-2024
431,Akola,,Jowar(Sorghum),2030,2140,2090,03-12-2024
432,Akola,,Jowar(Sorghum),2030,2150,2060,11-06-2024
433,Akola,,Jowar(Sorghum),2040,2060,2050,16-11-2024
434,Akola,,Jowar(Sorghum),2040,2170,2080,18-06-2024
435,Akola,,Jowar(Sorghum),2040,2190,2140,04-06-2024
436,Akola,,Jowar(Sorghum),2050,2125,2080,14-12-2024
437,Akola,,Jowar(Sorghum),2050,2130,2100,22-10-2024
438,Akola,,Jowar(Sorghum),2050,2160,2110,13-06-2024
439,Akola,,Jowar(Sorghum),2050,2260,2210,11-05-2024
440,Akola,,Jowar(Sorghum),2070,2140,2090,17-12-2024
441,Akola,,Jowar(Sorghum),2070,2140,2090,19-12-2024
442,Akola,,Jowar(Sorghum),2075,2150,2100,15-10-2024
443,Akola,,Jowar(Sorghum),2100,2250,2210,01-10-2024
444,Akola,,Jowar(Sorghum),2100,2350,2270,13-04-2024
445,Akola,,Jowar(Sorghum),2100,2400,2350,06-04-2024
446,Akola,,Jowar(Sorghum),2100,2400,2360,02-04-2024
447,Akola,,Jowar(Sorghum),2100,2400,2360,04-04-2024
448,Akola,,Jowar(Sorghum),2150,2300,2260,09-07-2024
449,Akola,,Jowar(Sorghum),2190,2325,2280,27-06-2024
450,Akola,,Jowar(Sorghum),2260,2340,2270,06-07-2024
451,Akola,,Jowar(Sorghum),2260,2340,2280,04-07-2024
452,Akola,,Jowar(Sorghum),2260,2350,2290,13-07-2024
453,Akola,,Jowar(Sorghum),2260,2390,2340,26-09-2024
454,Akola,,Jowar(Sorghum),2280,2360,2320,02-07-2024
455,Akola,,Jowar(Sorghum),2285,2425,2410,07-09-2024
456,Akola,,Jowar(Sorghum),2290,2400,2370,28-09-2024
457,Akola,,Jowar(Sorghum),2300,2800,2760,06-01-2024
458,Akola,,Jowar(Sorghum),2310,2415,2360,06-08-2024
459,Akola,,Jowar(Sorghum),2310,2415,2380,01-08-2024
460,Akola,,Jowar(Sorghum),2325,2425,2400,19-09-2024
461,Akola,,Jowar(Sorghum),2375,2650,2610,27-01-2024
462,Akola,,Jowar(Sorghum),2390,2490,2410,10-09-2024
463,Akola,,Jowar(Sorghum),2450,2600,2570,20-01-2024
464,Akola,,Jowar(Sorghum),2500,2600,2540,01-02-2024
465,Akola,,Jowar(Sorghum),2500,2700,2650,25-01-2024
466,Akola,,Jowar(Sorghum),2550,2800,2780,02-01-2024
