Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Ghaziabad,Sugar,3980,4020,4000,27-03-2024
2,Ghaziabad,Sugar,3980,4020,4000,29-03-2024
3,Ghaziabad,Sugar,3980,4020,4000,30-03-2024
4,Ghaziabad,Sugar,3990,4010,4000,01-04-2024
5,Ghaziabad,Sugar,3990,4010,4000,01-03-2024
6,Ghaziabad,Sugar,3990,4010,4000,02-03-2024
7,Ghaziabad,Sugar,3990,4010,4000,03-04-2024
8,Ghaziabad,Sugar,3990,4010,4000,03-01-2024
9,Ghaziabad,Sugar,3990,4010,4000,03-03-2024
10,Ghaziabad,Sugar,3990,4010,4000,04-04-2024
11,Ghaziabad,Sugar,3990,4010,4000,04-01-2024
12,Ghaziabad,Sugar,3990,4010,4000,04-03-2024
13,Ghaziabad,Sugar,3990,4010,4000,05-04-2024
14,Ghaziabad,Sugar,3990,4010,4000,05-01-2024
15,Ghaziabad,Sugar,3990,4010,4000,06-04-2024
16,Ghaziabad,Sugar,3990,4010,4000,06-01-2024
17,Ghaziabad,Sugar,3990,4010,4000,06-03-2024
18,Ghaziabad,Sugar,3990,4010,4000,07-04-2024
19,Ghaziabad,Sugar,3990,4010,4000,07-01-2024
20,Ghaziabad,Sugar,3990,4010,4000,07-03-2024
21,Ghaziabad,Sugar,3990,4010,4000,08-04-2024
22,Ghaziabad,Sugar,3990,4010,4000,08-03-2024
23,Ghaziabad,Sugar,3990,4010,4000,09-03-2024
24,Ghaziabad,Sugar,3990,4010,4000,10-04-2024
25,Ghaziabad,Sugar,3990,4010,4000,10-01-2024
26,Ghaziabad,Sugar,3990,4010,4000,10-03-2024
27,Ghaziabad,Sugar,3990,4010,4000,11-04-2024
28,Ghaziabad,Sugar,3990,4010,4000,11-01-2024
29,Ghaziabad,Sugar,3990,4010,4000,11-03-2024
30,Ghaziabad,Sugar,3990,4010,4000,12-04-2024
31,Ghaziabad,Sugar,3990,4010,4000,12-01-2024
