Sl no.,District Name,Commodity,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
146,Puruliya,Rice,FAQ,3920,4200,4000,23-10-2024
147,Puruliya,Rice,FAQ,3920,4200,4000,23-09-2024
148,Puruliya,Rice,FAQ,3920,4200,4000,24-09-2024
149,Puruliya,Rice,FAQ,3920,4200,4040,02-11-2024
150,Puruliya,Rice,FAQ,3920,4200,4040,06-11-2024
151,Puruliya,Rice,FAQ,3920,4200,4050,08-11-2024
152,Puruliya,Rice,FAQ,3920,4200,4050,22-11-2024
153,Puruliya,Rice,FAQ,3920,4200,4050,28-11-2024
154,Puruliya,Rice,FAQ,3930,4200,4050,31-10-2024
155,Puruliya,Rice,FAQ,3940,4200,4000,10-11-2024
156,Puruliya,Rice,FAQ,3940,4200,4020,04-11-2024
157,Puruliya,Rice,FAQ,3940,4200,4020,05-11-2024
158,Puruliya,Rice,FAQ,3940,4200,4020,12-11-2024
159,Puruliya,Rice,FAQ,3940,4200,4020,13-11-2024
160,Puruliya,Rice,FAQ,3940,4200,4020,14-11-2024
161,Puruliya,Rice,FAQ,3940,4200,4040,07-11-2024
162,Puruliya,Rice,FAQ,3950,4200,4000,17-11-2024
163,Puruliya,Rice,FAQ,3950,4200,4000,24-11-2024
164,Puruliya,Rice,FAQ,3950,4200,4020,11-11-2024
165,Puruliya,Rice,FAQ,3950,4200,4020,25-11-2024
166,Puruliya,Rice,FAQ,3950,4200,4020,26-11-2024
167,Puruliya,Rice,FAQ,3950,4200,4050,27-11-2024
168,Puruliya,Rice,FAQ,3950,4200,4100,18-11-2024
169,Puruliya,Rice,FAQ,3950,4200,4100,30-10-2024
170,Puruliya,Rice,FAQ,3960,4200,4040,09-11-2024
171,Puruliya,Rice,FAQ,4000,4200,4100,01-05-2024
172,Puruliya,Rice,FAQ,4000,4200,4100,02-12-2024
173,Puruliya,Rice,FAQ,4000,4200,4100,02-05-2024
174,Puruliya,Rice,FAQ,4000,4200,4100,03-05-2024
175,Puruliya,Rice,FAQ,4000,4200,4100,05-12-2024
176,Puruliya,Rice,FAQ,4000,4200,4100,05-05-2024
177,Puruliya,Rice,FAQ,4000,4200,4100,06-12-2024
178,Puruliya,Rice,FAQ,4000,4200,4100,06-05-2024
179,Puruliya,Rice,FAQ,4000,4200,4100,07-05-2024
180,Puruliya,Rice,FAQ,4000,4200,4100,08-05-2024
181,Puruliya,Rice,FAQ,4000,4200,4100,09-05-2024
182,Puruliya,Rice,FAQ,4000,4200,4100,10-12-2024
183,Puruliya,Rice,FAQ,4000,4200,4100,10-05-2024
184,Puruliya,Rice,FAQ,4000,4200,4100,11-12-2024
185,Puruliya,Rice,FAQ,4000,4200,4100,13-05-2024
186,Puruliya,Rice,FAQ,4000,4200,4100,14-12-2024
187,Puruliya,Rice,FAQ,4000,4200,4100,14-05-2024
188,Puruliya,Rice,FAQ,4000,4200,4100,15-08-2024
189,Puruliya,Rice,FAQ,4000,4200,4100,15-12-2024
190,Puruliya,Rice,FAQ,4000,4200,4100,15-05-2024
191,Puruliya,Rice,FAQ,4000,4200,4100,16-04-2024
192,Puruliya,Rice,FAQ,4000,4200,4100,16-08-2024
193,Puruliya,Rice,FAQ,4000,4200,4100,16-12-2024
194,Puruliya,Rice,FAQ,4000,4200,4100,16-05-2024
195,Puruliya,Rice,FAQ,4000,4200,4100,17-04-2024
196,Puruliya,Rice,FAQ,4000,4200,4100,17-12-2024
197,Puruliya,Rice,FAQ,4000,4200,4100,17-05-2024
198,Puruliya,Rice,FAQ,4000,4200,4100,18-04-2024
199,Puruliya,Rice,FAQ,4000,4200,4100,18-12-2024
200,Puruliya,Rice,FAQ,4000,4200,4100,18-05-2024
201,Puruliya,Rice,FAQ,4000,4200,4100,19-04-2024
202,Puruliya,Rice,FAQ,4000,4200,4100,19-08-2024
203,Puruliya,Rice,FAQ,4000,4200,4100,19-12-2024
204,Puruliya,Rice,FAQ,4000,4200,4100,20-04-2024
205,Puruliya,Rice,FAQ,4000,4200,4100,20-08-2024
206,Puruliya,Rice,FAQ,4000,4200,4100,20-12-2024
207,Puruliya,Rice,FAQ,4000,4200,4100,21-04-2024
208,Puruliya,Rice,FAQ,4000,4200,4100,21-08-2024
209,Puruliya,Rice,FAQ,4000,4200,4100,21-12-2024
210,Puruliya,Rice,FAQ,4000,4200,4100,21-05-2024
211,Puruliya,Rice,FAQ,4000,4200,4100,22-04-2024
212,Puruliya,Rice,FAQ,4000,4200,4100,22-08-2024
213,Puruliya,Rice,FAQ,4000,4200,4100,22-12-2024
214,Puruliya,Rice,FAQ,4000,4200,4100,22-05-2024
215,Puruliya,Rice,FAQ,4000,4200,4100,23-04-2024
216,Puruliya,Rice,FAQ,4000,4200,4100,23-08-2024
217,Puruliya,Rice,FAQ,4000,4200,4100,23-12-2024
218,Puruliya,Rice,FAQ,4000,4200,4100,23-05-2024
219,Puruliya,Rice,FAQ,4000,4200,4100,24-04-2024
220,Puruliya,Rice,FAQ,4000,4200,4100,24-12-2024
221,Puruliya,Rice,FAQ,4000,4200,4100,24-05-2024
222,Puruliya,Rice,FAQ,4000,4200,4100,25-04-2024
223,Puruliya,Rice,FAQ,4000,4200,4100,25-12-2024
224,Puruliya,Rice,FAQ,4000,4200,4100,25-05-2024
225,Puruliya,Rice,FAQ,4000,4200,4100,26-04-2024
226,Puruliya,Rice,FAQ,4000,4200,4100,26-12-2024
227,Puruliya,Rice,FAQ,4000,4200,4100,26-05-2024
228,Puruliya,Rice,FAQ,4000,4200,4100,27-04-2024
229,Puruliya,Rice,FAQ,4000,4200,4100,27-08-2024
230,Puruliya,Rice,FAQ,4000,4200,4100,28-04-2024
231,Puruliya,Rice,FAQ,4000,4200,4100,29-04-2024
232,Puruliya,Rice,FAQ,4000,4200,4100,30-04-2024
233,Puruliya,Rice,FAQ,4000,4200,4100,31-05-2024
234,Puruliya,Rice,FAQ,4000,4250,4100,03-12-2024
235,Puruliya,Rice,FAQ,4000,4250,4200,07-12-2024
236,Puruliya,Rice,FAQ,4000,4250,4200,13-12-2024
237,Puruliya,Rice,FAQ,4000,4300,4200,08-12-2024
238,Puruliya,Rice,FAQ,4000,4300,4200,09-12-2024
239,Puruliya,Rice,FAQ,4000,4300,4200,27-05-2024
240,Puruliya,Rice,FAQ,4000,4300,4200,29-05-2024
241,Puruliya,Rice,FAQ,4020,4200,4100,14-08-2024
242,Puruliya,Rice,FAQ,4020,4220,4110,28-05-2024
243,Puruliya,Rice,FAQ,4020,4220,4130,20-05-2024
244,Puruliya,Rice,FAQ,4020,4240,4130,19-05-2024
245,Puruliya,Rice,FAQ,4050,4200,4120,27-12-2024
246,Puruliya,Rice,FAQ,4100,4200,4120,13-08-2024
247,Puruliya,Rice,FAQ,4100,4250,4200,01-01-2025
248,Puruliya,Rice,FAQ,4100,4250,4200,12-12-2024
249,Puruliya,Rice,FAQ,4100,4250,4200,28-12-2024
250,Puruliya,Rice,FAQ,4100,4250,4200,29-12-2024
251,Puruliya,Rice,FAQ,4100,4250,4200,30-12-2024
252,Puruliya,Rice,FAQ,4100,4250,4200,31-12-2024
253,Puruliya,Rice,FAQ,4100,4260,4200,30-05-2024
254,Puruliya,Rice,FAQ,4100,4300,4200,01-06-2024
255,Puruliya,Rice,FAQ,4100,4300,4200,02-07-2024
256,Puruliya,Rice,FAQ,4100,4300,4200,02-06-2024
257,Puruliya,Rice,FAQ,4100,4300,4200,04-06-2024
258,Puruliya,Rice,FAQ,4100,4300,4200,05-06-2024
259,Puruliya,Rice,FAQ,4100,4300,4200,06-06-2024
260,Puruliya,Rice,FAQ,4100,4300,4200,07-06-2024
261,Puruliya,Rice,FAQ,4100,4300,4200,12-06-2024
262,Puruliya,Rice,FAQ,4100,4300,4200,21-06-2024
263,Puruliya,Rice,FAQ,4100,4300,4200,23-06-2024
264,Puruliya,Rice,FAQ,4100,4300,4200,24-06-2024
265,Puruliya,Rice,FAQ,4100,4300,4200,25-06-2024
266,Puruliya,Rice,FAQ,4100,4300,4200,26-06-2024
267,Puruliya,Rice,FAQ,4120,4310,4220,03-06-2024
268,Puruliya,Rice,FAQ,4200,4400,4300,01-08-2024
269,Puruliya,Rice,FAQ,4200,4400,4300,01-07-2024
270,Puruliya,Rice,FAQ,4200,4400,4300,02-08-2024
271,Puruliya,Rice,FAQ,4200,4400,4300,03-07-2024
272,Puruliya,Rice,FAQ,4200,4400,4300,04-07-2024
273,Puruliya,Rice,FAQ,4200,4400,4300,06-07-2024
274,Puruliya,Rice,FAQ,4200,4400,4300,07-07-2024
275,Puruliya,Rice,FAQ,4200,4400,4300,08-07-2024
276,Puruliya,Rice,FAQ,4200,4400,4300,08-06-2024
277,Puruliya,Rice,FAQ,4200,4400,4300,09-07-2024
278,Puruliya,Rice,FAQ,4200,4400,4300,09-06-2024
279,Puruliya,Rice,FAQ,4200,4400,4300,10-07-2024
280,Puruliya,Rice,FAQ,4200,4400,4300,10-06-2024
281,Puruliya,Rice,FAQ,4200,4400,4300,11-07-2024
282,Puruliya,Rice,FAQ,4200,4400,4300,11-06-2024
283,Puruliya,Rice,FAQ,4200,4400,4300,12-07-2024
284,Puruliya,Rice,FAQ,4200,4400,4300,13-07-2024
285,Puruliya,Rice,FAQ,4200,4400,4300,14-07-2024
286,Puruliya,Rice,FAQ,4200,4400,4300,14-06-2024
287,Puruliya,Rice,FAQ,4200,4400,4300,15-07-2024
288,Puruliya,Rice,FAQ,4200,4400,4300,16-07-2024
289,Puruliya,Rice,FAQ,4200,4400,4300,17-07-2024
290,Puruliya,Rice,FAQ,4200,4400,4300,17-06-2024
291,Puruliya,Rice,FAQ,4200,4400,4300,18-07-2024
292,Puruliya,Rice,FAQ,4200,4400,4300,18-06-2024
293,Puruliya,Rice,FAQ,4200,4400,4300,19-07-2024
294,Puruliya,Rice,FAQ,4200,4400,4300,19-06-2024
295,Puruliya,Rice,FAQ,4200,4400,4300,20-07-2024
296,Puruliya,Rice,FAQ,4200,4400,4300,20-06-2024
297,Puruliya,Rice,FAQ,4200,4400,4300,21-07-2024
298,Puruliya,Rice,FAQ,4200,4400,4300,22-07-2024
299,Puruliya,Rice,FAQ,4200,4400,4300,22-06-2024
300,Puruliya,Rice,FAQ,4200,4400,4300,24-07-2024
301,Puruliya,Rice,FAQ,4200,4400,4300,25-07-2024
302,Puruliya,Rice,FAQ,4200,4400,4300,27-07-2024
303,Puruliya,Rice,FAQ,4200,4400,4300,27-06-2024
304,Puruliya,Rice,FAQ,4200,4400,4300,28-06-2024
305,Puruliya,Rice,FAQ,4200,4400,4300,29-06-2024
306,Puruliya,Rice,FAQ,4200,4400,4300,30-06-2024
307,Puruliya,Rice,FAQ,4200,4400,4300,31-07-2024
308,Puruliya,Rice,FAQ,4200,4440,4320,28-07-2024
309,Puruliya,Rice,FAQ,4200,4450,4300,03-08-2024
310,Puruliya,Rice,FAQ,4200,4450,4300,04-08-2024
311,Puruliya,Rice,FAQ,4200,4450,4300,07-08-2024
312,Puruliya,Rice,FAQ,4200,4450,4300,08-08-2024
313,Puruliya,Rice,FAQ,4200,4450,4300,26-07-2024
314,Puruliya,Rice,FAQ,4200,4450,4300,29-07-2024
315,Puruliya,Rice,FAQ,4200,4450,4320,05-08-2024
316,Puruliya,Rice,FAQ,4200,4450,4350,06-08-2024
317,Puruliya,Rice,FAQ,4220,4400,4350,12-08-2024
318,Puruliya,Rice,FAQ,4220,4450,4300,10-08-2024
319,Puruliya,Rice,FAQ,4220,4450,4320,11-08-2024
320,Puruliya,Rice,FAQ,4250,4420,4360,09-08-2024
