Sl no.,Centre Name,,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
278,Latur,,Jowar(Sorghum),2172,2325,2248,31-08-2024
279,Latur,,Jowar(Sorghum),2180,2301,2240,17-08-2024
280,Latur,,Jowar(Sorghum),2181,2571,2376,03-08-2024
281,Latur,,Jowar(Sorghum),2200,2961,2580,15-03-2024
282,Latur,,Jowar(Sorghum),2200,3000,2600,02-05-2024
283,Latur,,Jowar(Sorghum),2200,3200,2700,12-03-2024
284,Latur,,Jowar(Sorghum),2201,3900,3050,02-02-2024
285,Latur,,Jowar(Sorghum),2210,2660,2435,03-07-2024
286,Latur,,Jowar(Sorghum),2250,2801,2525,07-06-2024
287,Latur,,Jowar(Sorghum),2250,2900,2575,22-03-2024
288,Latur,,Jowar(Sorghum),2251,2251,2251,09-11-2024
289,Latur,,Jowar(Sorghum),2270,2270,2270,21-12-2024
290,Latur,,Jowar(Sorghum),2300,2300,2300,24-08-2024
291,Latur,,Jowar(Sorghum),2300,2650,2475,12-07-2024
292,Latur,,Jowar(Sorghum),2300,2900,2500,21-03-2024
293,Latur,,Jowar(Sorghum),2300,3091,2695,02-04-2024
294,Latur,,Jowar(Sorghum),2301,2301,2301,15-07-2024
295,Latur,,Jowar(Sorghum),2301,3200,2750,06-04-2024
296,Latur,,Jowar(Sorghum),2351,2351,2351,02-08-2024
297,Latur,,Jowar(Sorghum),2400,2400,2400,29-06-2024
298,Latur,,Jowar(Sorghum),2400,3000,2700,04-04-2024
299,Latur,,Jowar(Sorghum),2400,3800,3100,08-02-2024
300,Latur,,Jowar(Sorghum),2430,2940,2685,24-05-2024
301,Latur,,Jowar(Sorghum),2500,2500,2500,29-02-2024
302,Latur,,Jowar(Sorghum),2500,3175,2837,16-03-2024
303,Latur,,Jowar(Sorghum),2500,3200,2850,11-03-2024
304,Latur,,Jowar(Sorghum),2500,3251,2875,18-03-2024
305,Latur,,Jowar(Sorghum),2500,3400,2950,03-04-2024
306,Latur,,Jowar(Sorghum),2500,3551,2875,23-03-2024
307,Latur,,Jowar(Sorghum),2500,3776,3138,23-02-2024
308,Latur,,Jowar(Sorghum),2500,4100,3300,13-02-2024
309,Latur,,Jowar(Sorghum),2501,3255,2878,13-04-2024
310,Latur,,Jowar(Sorghum),2600,3300,2950,29-04-2024
311,Latur,,Jowar(Sorghum),2630,3000,2815,15-04-2024
312,Latur,,Jowar(Sorghum),2700,2700,2700,19-06-2024
313,Latur,,Jowar(Sorghum),2700,3150,2925,05-04-2024
314,Latur,,Jowar(Sorghum),2700,3200,2950,25-04-2024
315,Latur,,Jowar(Sorghum),2800,2800,2800,26-04-2024
316,Latur,,Jowar(Sorghum),2800,3001,2900,13-03-2024
317,Latur,,Jowar(Sorghum),2800,3190,2995,20-03-2024
318,Latur,,Jowar(Sorghum),2900,3200,3050,04-03-2024
319,Latur,,Jowar(Sorghum),2900,3951,3425,17-02-2024
320,Latur,,Jowar(Sorghum),2951,3200,3075,22-04-2024
321,Latur,,Jowar(Sorghum),3000,4001,3500,17-01-2024
322,Latur,,Jowar(Sorghum),3000,4501,3750,08-01-2024
323,Latur,,Jowar(Sorghum),3100,3800,3450,06-02-2024
324,Latur,,Jowar(Sorghum),3152,3152,3152,27-04-2024
325,Latur,,Jowar(Sorghum),5000,5000,5000,03-01-2024
326,Latur,,Jowar(Sorghum),1960,2440,2200,22-06-2024
327,Latur,,Jowar(Sorghum),1500,2191,2019,30-09-2024
328,Latur,,Jowar(Sorghum),1511,1700,1637,20-05-2024
329,Latur,,Jowar(Sorghum),1600,2102,1913,09-12-2024
330,Latur,,Jowar(Sorghum),1600,2272,2035,01-12-2024
331,Latur,,Jowar(Sorghum),1600,2272,2058,29-11-2024
332,Latur,,Jowar(Sorghum),1601,3001,2334,09-06-2024
333,Latur,,Jowar(Sorghum),1650,2101,1919,12-12-2024
334,Latur,,Jowar(Sorghum),1651,2180,1844,27-12-2024
335,Latur,,Jowar(Sorghum),1700,2131,1933,17-12-2024
336,Latur,,Jowar(Sorghum),1700,2302,2019,05-12-2024
337,Latur,,Jowar(Sorghum),1750,2202,2044,17-10-2024
338,Latur,,Jowar(Sorghum),1800,2000,1910,26-12-2024
339,Latur,,Jowar(Sorghum),1800,2001,1920,10-12-2024
340,Latur,,Jowar(Sorghum),1800,2101,2026,16-10-2024
341,Latur,,Jowar(Sorghum),1800,2301,2079,25-12-2024
342,Latur,,Jowar(Sorghum),1800,2301,2102,02-12-2024
343,Latur,,Jowar(Sorghum),1800,2401,2059,06-12-2024
344,Latur,,Jowar(Sorghum),1800,2601,2229,23-08-2024
345,Latur,,Jowar(Sorghum),1801,1801,1801,12-11-2024
346,Latur,,Jowar(Sorghum),1801,2001,1934,11-11-2024
347,Latur,,Jowar(Sorghum),1900,2050,2000,14-10-2024
348,Latur,,Jowar(Sorghum),1900,2201,2096,21-10-2024
349,Latur,,Jowar(Sorghum),1900,2299,2187,03-09-2024
350,Latur,,Jowar(Sorghum),1900,2400,2150,17-11-2024
351,Latur,,Jowar(Sorghum),1900,2475,2214,31-05-2024
352,Latur,,Jowar(Sorghum),1901,2102,2041,13-10-2024
353,Latur,,Jowar(Sorghum),1901,3000,2419,02-05-2024
354,Latur,,Jowar(Sorghum),1950,2252,2124,27-08-2024
355,Latur,,Jowar(Sorghum),1951,2051,2001,15-11-2024
356,Latur,,Jowar(Sorghum),2000,2101,2051,27-11-2024
357,Latur,,Jowar(Sorghum),2000,2201,2137,10-10-2024
358,Latur,,Jowar(Sorghum),2000,2231,2176,27-09-2024
359,Latur,,Jowar(Sorghum),2000,2275,2178,26-08-2024
360,Latur,,Jowar(Sorghum),2000,2285,2201,22-09-2024
361,Latur,,Jowar(Sorghum),2000,2300,2152,14-07-2024
362,Latur,,Jowar(Sorghum),2000,2300,2187,29-09-2024
363,Latur,,Jowar(Sorghum),2000,2301,2148,10-07-2024
364,Latur,,Jowar(Sorghum),2000,2301,2150,18-11-2024
365,Latur,,Jowar(Sorghum),2000,2311,2186,13-09-2024
366,Latur,,Jowar(Sorghum),2000,2350,2207,02-08-2024
367,Latur,,Jowar(Sorghum),2000,2351,2175,05-08-2024
368,Latur,,Jowar(Sorghum),2000,2401,2142,07-06-2024
369,Latur,,Jowar(Sorghum),2000,2401,2162,29-08-2024
370,Latur,,Jowar(Sorghum),2000,2452,2259,04-08-2024
371,Latur,,Jowar(Sorghum),2000,2501,2263,21-07-2024
372,Latur,,Jowar(Sorghum),2000,2511,2256,23-06-2024
373,Latur,,Jowar(Sorghum),2000,2700,2300,05-06-2024
374,Latur,,Jowar(Sorghum),2000,2701,2281,02-06-2024
375,Latur,,Jowar(Sorghum),2000,2851,2393,12-03-2024
376,Latur,,Jowar(Sorghum),2000,3000,2471,10-06-2024
377,Latur,,Jowar(Sorghum),2000,3000,2504,15-04-2024
378,Latur,,Jowar(Sorghum),2000,3100,2735,26-03-2024
379,Latur,,Jowar(Sorghum),2000,3101,2650,03-01-2024
380,Latur,,Jowar(Sorghum),2000,3151,2483,26-04-2024
381,Latur,,Jowar(Sorghum),2000,3201,2484,14-05-2024
382,Latur,,Jowar(Sorghum),2001,2301,2163,25-07-2024
383,Latur,,Jowar(Sorghum),2001,2361,2208,06-08-2024
384,Latur,,Jowar(Sorghum),2001,3000,2658,04-04-2024
385,Latur,,Jowar(Sorghum),2001,3021,2606,12-05-2024
386,Latur,,Jowar(Sorghum),2010,3000,2626,11-03-2024
387,Latur,,Jowar(Sorghum),2050,2311,2178,12-09-2024
388,Latur,,Jowar(Sorghum),2050,2381,2194,30-08-2024
389,Latur,,Jowar(Sorghum),2050,3001,2610,17-03-2024
390,Latur,,Jowar(Sorghum),2051,2211,2141,14-11-2024
391,Latur,,Jowar(Sorghum),2051,2251,2183,28-08-2024
392,Latur,,Jowar(Sorghum),2100,2100,2100,22-10-2024
393,Latur,,Jowar(Sorghum),2100,2441,2227,25-08-2024
394,Latur,,Jowar(Sorghum),2101,3001,2425,14-03-2024
395,Latur,,Jowar(Sorghum),2151,2261,2206,30-06-2024
396,Latur,,Jowar(Sorghum),2151,2301,2239,18-09-2024
397,Latur,,Jowar(Sorghum),2181,2301,2225,24-09-2024
398,Latur,,Jowar(Sorghum),2200,2701,2501,21-05-2024
399,Latur,,Jowar(Sorghum),2200,3000,2600,04-06-2024
400,Latur,,Jowar(Sorghum),2200,3051,2632,08-05-2024
401,Latur,,Jowar(Sorghum),2200,3301,2780,28-04-2024
402,Latur,,Jowar(Sorghum),2250,4201,3594,28-01-2024
403,Latur,,Jowar(Sorghum),2252,3001,2702,05-04-2024
404,Latur,,Jowar(Sorghum),2252,3201,2676,03-04-2024
405,Latur,,Jowar(Sorghum),2280,3401,2702,19-04-2024
406,Latur,,Jowar(Sorghum),2301,2501,2411,19-06-2024
407,Latur,,Jowar(Sorghum),2351,2351,2351,23-07-2024
408,Latur,,Jowar(Sorghum),2400,3051,2721,07-04-2024
409,Latur,,Jowar(Sorghum),2401,2975,2657,19-03-2024
410,Latur,,Jowar(Sorghum),2451,2702,2618,03-03-2024
411,Latur,,Jowar(Sorghum),2500,3200,2750,23-02-2024
412,Latur,,Jowar(Sorghum),2500,3501,2776,22-02-2024
413,Latur,,Jowar(Sorghum),2500,4301,3212,04-01-2024
414,Latur,,Jowar(Sorghum),2600,3751,3123,07-01-2024
415,Latur,,Jowar(Sorghum),2651,3211,2778,18-03-2024
416,Latur,,Jowar(Sorghum),2811,4252,3387,29-01-2024
417,Latur,,Jowar(Sorghum),3201,4001,3564,12-01-2024
418,Latur,,Jowar(Sorghum),2000,2000,2000,21-05-2024
419,Latur,,Jowar(Sorghum),2000,2651,2301,02-05-2024
420,Latur,,Jowar(Sorghum),2100,2100,2100,30-06-2024
421,Latur,,Jowar(Sorghum),2201,2201,2201,13-11-2024
422,Latur,,Jowar(Sorghum),2301,2875,2626,14-05-2024
423,Latur,,Jowar(Sorghum),2426,2750,2559,29-09-2024
424,Latur,,Jowar(Sorghum),2500,2500,2500,02-08-2024
425,Latur,,Jowar(Sorghum),2500,2900,2700,28-08-2024
426,Latur,,Jowar(Sorghum),2501,2501,2501,06-12-2024
427,Latur,,Jowar(Sorghum),2501,3101,2850,20-09-2024
428,Latur,,Jowar(Sorghum),2551,2551,2551,06-08-2024
429,Latur,,Jowar(Sorghum),2600,2600,2600,26-04-2024
430,Latur,,Jowar(Sorghum),2600,2600,2600,30-08-2024
431,Latur,,Jowar(Sorghum),2601,2601,2601,23-07-2024
432,Latur,,Jowar(Sorghum),2700,2901,2777,12-05-2024
433,Latur,,Jowar(Sorghum),2900,2900,2900,24-09-2024
434,Latur,,Jowar(Sorghum),3000,3000,3000,26-08-2024
435,Latur,,Jowar(Sorghum),3100,3701,3492,19-03-2024
436,Latur,,Jowar(Sorghum),3300,4401,3611,03-03-2024
437,Latur,,Jowar(Sorghum),3500,4221,3871,14-03-2024
438,Latur,,Jowar(Sorghum),4701,4751,4726,07-01-2024
439,Latur,,Jowar(Sorghum),1401,1901,1744,08-05-2024
440,Latur,,Jowar(Sorghum),1401,2001,1781,23-06-2024
441,Latur,,Jowar(Sorghum),1500,1900,1633,14-05-2024
442,Latur,,Jowar(Sorghum),1551,1850,1727,12-05-2024
443,Latur,,Jowar(Sorghum),1600,1901,1810,10-06-2024
444,Latur,,Jowar(Sorghum),1611,1951,1816,04-06-2024
445,Latur,,Jowar(Sorghum),1700,1951,1850,14-07-2024
446,Latur,,Jowar(Sorghum),1750,1921,1824,02-06-2024
447,Latur,,Jowar(Sorghum),1751,1851,1801,05-06-2024
448,Latur,,Jowar(Sorghum),1800,1960,1865,21-07-2024
449,Latur,,Jowar(Sorghum),1800,2001,1901,11-06-2024
450,Latur,,Jowar(Sorghum),1801,2000,1900,10-07-2024
451,Latur,,Jowar(Sorghum),1400,2811,2182,14-03-2024
452,Latur,,Jowar(Sorghum),1500,3342,2728,22-02-2024
453,Latur,,Jowar(Sorghum),1651,2300,1908,12-06-2024
454,Latur,,Jowar(Sorghum),1700,3001,2328,27-05-2024
455,Latur,,Jowar(Sorghum),1700,4171,3440,06-02-2024
456,Latur,,Jowar(Sorghum),1701,2600,2263,13-06-2024
457,Latur,,Jowar(Sorghum),1741,2250,1930,17-10-2024
458,Latur,,Jowar(Sorghum),1750,2160,1970,02-12-2024
459,Latur,,Jowar(Sorghum),1761,2151,1914,01-07-2024
460,Latur,,Jowar(Sorghum),1770,2801,2323,18-03-2024
461,Latur,,Jowar(Sorghum),1771,2600,2094,18-10-2024
462,Latur,,Jowar(Sorghum),1800,1911,1874,05-12-2024
463,Latur,,Jowar(Sorghum),1800,3760,2591,11-05-2024
464,Latur,,Jowar(Sorghum),1801,1801,1801,04-11-2024
465,Latur,,Jowar(Sorghum),1801,2502,2201,19-10-2024
466,Latur,,Jowar(Sorghum),1802,2450,2063,10-07-2024
467,Latur,,Jowar(Sorghum),1820,2000,1894,06-12-2024
468,Latur,,Jowar(Sorghum),1833,3400,2670,04-05-2024
469,Latur,,Jowar(Sorghum),1841,3100,2193,20-06-2024
470,Latur,,Jowar(Sorghum),1851,2299,2042,21-11-2024
471,Latur,,Jowar(Sorghum),1900,1900,1900,18-11-2024
472,Latur,,Jowar(Sorghum),1900,2354,2034,08-11-2024
473,Latur,,Jowar(Sorghum),1900,2750,2192,02-07-2024
474,Latur,,Jowar(Sorghum),1900,3281,2564,14-05-2024
475,Latur,,Jowar(Sorghum),1900,3400,2791,21-05-2024
476,Latur,,Jowar(Sorghum),1901,2131,2043,07-08-2024
477,Latur,,Jowar(Sorghum),1901,3151,2661,15-04-2024
478,Latur,,Jowar(Sorghum),1960,3241,2795,19-04-2024
