Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Adilabad,Jowar(Sorghum),801,2525,2129,07-Jun-24
2,Adilabad,Jowar(Sorghum),809,2626,2444,18-Mar-24
3,Adilabad,Jowar(Sorghum),1011,2365,2347,19-Mar-24
4,Adilabad,Jowar(Sorghum),1111,2380,2380,20-Mar-24
5,Adilabad,Jowar(Sorghum),1205,2323,2139,05-Jun-24
6,Adilabad,Jowar(Sorghum),1269,2339,2189,10-May-24
7,Adilabad,Jowar(Sorghum),1287,2323,2009,30-May-24
8,Adilabad,Jowar(Sorghum),1289,2344,2123,17-May-24
9,Adilabad,Jowar(Sorghum),1408,2290,2244,22-May-24
10,Adilabad,Jowar(Sorghum),1414,2478,2325,13-Mar-24
11,Adilabad,Jowar(Sorghum),1459,2244,1759,10-Jun-24
12,Adilabad,Jowar(Sorghum),1466,2311,2300,24-Apr-24
13,Adilabad,Jowar(Sorghum),1469,2319,2309,14-Aug-24
14,Adilabad,Jowar(Sorghum),1469,2353,1967,26-Mar-24
15,Adilabad,Jowar(Sorghum),1489,2289,2263,25-May-24
16,Adilabad,Jowar(Sorghum),1515,2345,2244,24-May-24
17,Adilabad,Jowar(Sorghum),1521,2209,2209,06-Apr-24
18,Adilabad,Jowar(Sorghum),1539,2222,2222,26-Apr-24
19,Adilabad,Jowar(Sorghum),1549,2305,2305,18-May-24
20,Adilabad,Jowar(Sorghum),1555,2309,2222,29-May-24
21,Adilabad,Jowar(Sorghum),1559,2308,2308,28-May-24
22,Adilabad,Jowar(Sorghum),1585,2139,2139,04-Apr-24
23,Adilabad,Jowar(Sorghum),1608,2008,2008,29-Aug-24
24,Adilabad,Jowar(Sorghum),1608,2270,2270,30-Apr-24
25,Adilabad,Jowar(Sorghum),1619,2238,2211,08-Jun-24
26,Adilabad,Jowar(Sorghum),1669,2169,2059,03-Apr-24
27,Adilabad,Jowar(Sorghum),1669,2265,2265,29-Apr-24
28,Adilabad,Jowar(Sorghum),1677,2444,2444,28-Mar-24
29,Adilabad,Jowar(Sorghum),1709,2222,2127,04-Jun-24
30,Adilabad,Jowar(Sorghum),1709,2355,2355,28-Aug-24
31,Adilabad,Jowar(Sorghum),1717,2087,1717,25-Sep-24
32,Adilabad,Jowar(Sorghum),1769,2401,2245,11-Jun-24
33,Adilabad,Jowar(Sorghum),1789,2178,2178,12-Jun-24
34,Adilabad,Jowar(Sorghum),1808,2289,2239,16-May-24
35,Adilabad,Jowar(Sorghum),1809,2029,2001,01-Oct-24
36,Adilabad,Jowar(Sorghum),1809,2101,2008,04-Jul-24
37,Adilabad,Jowar(Sorghum),1809,2251,2251,02-Jul-24
38,Adilabad,Jowar(Sorghum),1811,2626,2311,17-Sep-24
39,Adilabad,Jowar(Sorghum),1819,2222,1819,10-Jul-24
40,Adilabad,Jowar(Sorghum),1836,2295,2089,03-Jun-24
41,Adilabad,Jowar(Sorghum),1839,1839,1839,21-Jun-24
42,Adilabad,Jowar(Sorghum),1839,2009,2009,22-Jun-24
43,Adilabad,Jowar(Sorghum),1839,2289,2259,31-May-24
44,Adilabad,Jowar(Sorghum),1855,2039,2039,07-Oct-24
45,Adilabad,Jowar(Sorghum),1867,1967,1967,16-Oct-24
46,Adilabad,Jowar(Sorghum),1869,2109,2109,19-Jun-24
47,Adilabad,Jowar(Sorghum),1869,2122,1869,24-Jun-24
48,Adilabad,Jowar(Sorghum),1869,2385,1869,20-Apr-24
49,Adilabad,Jowar(Sorghum),1869,2526,2109,18-Jun-24
50,Adilabad,Jowar(Sorghum),1887,2323,2040,14-May-24
51,Adilabad,Jowar(Sorghum),1889,2155,2155,27-Jun-24
52,Adilabad,Jowar(Sorghum),1893,2221,2221,07-May-24
53,Adilabad,Jowar(Sorghum),1899,2244,2244,14-Jun-24
54,Adilabad,Jowar(Sorghum),1908,2274,1908,20-May-24
55,Adilabad,Jowar(Sorghum),1908,2336,2149,09-May-24
56,Adilabad,Jowar(Sorghum),1919,2311,2222,04-May-24
57,Adilabad,Jowar(Sorghum),1919,2323,2089,06-May-24
58,Adilabad,Jowar(Sorghum),1919,2371,1919,21-Aug-24
59,Adilabad,Jowar(Sorghum),1921,2169,1968,28-Sep-24
60,Adilabad,Jowar(Sorghum),1921,2355,2355,22-Aug-24
61,Adilabad,Jowar(Sorghum),1931,2251,2055,06-Jul-24
62,Adilabad,Jowar(Sorghum),1939,1987,1987,05-Oct-24
63,Adilabad,Jowar(Sorghum),1939,2249,2044,15-May-24
64,Adilabad,Jowar(Sorghum),1951,1951,1951,15-Oct-24
65,Adilabad,Jowar(Sorghum),1959,2322,2049,27-May-24
66,Adilabad,Jowar(Sorghum),1967,2269,2239,01-Jun-24
67,Adilabad,Jowar(Sorghum),1967,2312,2156,25-Apr-24
68,Adilabad,Jowar(Sorghum),1969,1969,1969,10-Oct-24
69,Adilabad,Jowar(Sorghum),1969,2149,2109,25-Jun-24
70,Adilabad,Jowar(Sorghum),1971,1987,1971,30-Sep-24
71,Adilabad,Jowar(Sorghum),1981,2114,2091,20-Jun-24
72,Adilabad,Jowar(Sorghum),1986,1986,1986,28-Jun-24
73,Adilabad,Jowar(Sorghum),1986,2140,2130,30-Mar-24
74,Adilabad,Jowar(Sorghum),1986,2166,1986,11-Jul-24
75,Adilabad,Jowar(Sorghum),1986,2339,2089,21-May-24
76,Adilabad,Jowar(Sorghum),1989,2219,2219,03-Jul-24
77,Adilabad,Jowar(Sorghum),2000,2425,2287,11-Mar-24
78,Adilabad,Jowar(Sorghum),2021,2351,2139,26-Jun-24
79,Adilabad,Jowar(Sorghum),2025,2309,2169,11-May-24
80,Adilabad,Jowar(Sorghum),2039,2159,2159,13-Jun-24
81,Adilabad,Jowar(Sorghum),2039,2289,2222,06-Aug-24
82,Adilabad,Jowar(Sorghum),2039,2311,2288,27-Apr-24
83,Adilabad,Jowar(Sorghum),2040,2145,2145,26-Sep-24
84,Adilabad,Jowar(Sorghum),2056,2411,2056,29-Jun-24
85,Adilabad,Jowar(Sorghum),2066,2066,2066,03-Oct-24
86,Adilabad,Jowar(Sorghum),2067,2311,2266,02-May-24
87,Adilabad,Jowar(Sorghum),2067,2323,2222,20-Sep-24
88,Adilabad,Jowar(Sorghum),2089,2169,2113,02-Apr-24
89,Adilabad,Jowar(Sorghum),2089,2222,2139,15-Jun-24
90,Adilabad,Jowar(Sorghum),2089,2222,2222,01-Apr-24
91,Adilabad,Jowar(Sorghum),2089,2322,2322,18-Apr-24
92,Adilabad,Jowar(Sorghum),2089,2404,2390,22-Apr-24
93,Adilabad,Jowar(Sorghum),2089,2525,2288,16-Apr-24
94,Adilabad,Jowar(Sorghum),2105,2323,2121,19-Sep-24
95,Adilabad,Jowar(Sorghum),2119,2323,2323,03-May-24
96,Adilabad,Jowar(Sorghum),2121,2121,2121,07-Aug-24
97,Adilabad,Jowar(Sorghum),2121,2232,2232,09-Jul-24
98,Adilabad,Jowar(Sorghum),2125,2125,2125,27-Mar-24
99,Adilabad,Jowar(Sorghum),2139,2350,2321,27-Aug-24
100,Adilabad,Jowar(Sorghum),2222,2251,2222,10-Apr-24
101,Adilabad,Jowar(Sorghum),2222,2339,2339,12-Aug-24
102,Adilabad,Jowar(Sorghum),2222,2352,2351,31-Jul-24
103,Adilabad,Jowar(Sorghum),2222,2389,2222,18-Sep-24
104,Adilabad,Jowar(Sorghum),2231,2311,2231,03-Aug-24
105,Adilabad,Jowar(Sorghum),2239,2311,2311,16-Jul-24
106,Adilabad,Jowar(Sorghum),2239,2349,2309,13-Aug-24
107,Adilabad,Jowar(Sorghum),2246,2251,2246,08-Jul-24
108,Adilabad,Jowar(Sorghum),2247,2451,2451,21-Mar-24
109,Adilabad,Jowar(Sorghum),2251,2251,2251,23-Apr-24
110,Adilabad,Jowar(Sorghum),2251,2251,2251,25-Jul-24
111,Adilabad,Jowar(Sorghum),2251,2424,2424,09-Mar-24
112,Adilabad,Jowar(Sorghum),2253,2339,2253,13-Sep-24
113,Adilabad,Jowar(Sorghum),2269,2323,2269,26-Jul-24
114,Adilabad,Jowar(Sorghum),2274,2411,2411,18-Jul-24
115,Adilabad,Jowar(Sorghum),2277,2361,2309,23-Aug-24
116,Adilabad,Jowar(Sorghum),2288,2319,2319,01-Aug-24
117,Adilabad,Jowar(Sorghum),2291,2327,2291,05-Aug-24
118,Adilabad,Jowar(Sorghum),2303,2303,2303,22-Jul-24
119,Adilabad,Jowar(Sorghum),2307,2309,2309,11-Sep-24
120,Adilabad,Jowar(Sorghum),2309,2309,2309,16-Aug-24
121,Adilabad,Jowar(Sorghum),2309,2411,2391,10-Sep-24
122,Adilabad,Jowar(Sorghum),2323,2323,2323,24-Sep-24
123,Adilabad,Jowar(Sorghum),2325,2325,2325,08-Aug-24
124,Adilabad,Jowar(Sorghum),2330,2350,2330,30-Jul-24
125,Adilabad,Jowar(Sorghum),2339,2366,2366,04-Sep-24
126,Adilabad,Jowar(Sorghum),2339,2525,2359,15-Mar-24
127,Adilabad,Jowar(Sorghum),2340,2340,2340,24-Aug-24
128,Adilabad,Jowar(Sorghum),2349,2378,2378,05-Sep-24
129,Adilabad,Jowar(Sorghum),2351,2361,2351,24-Jul-24
130,Adilabad,Jowar(Sorghum),2359,2359,2359,06-Sep-24
131,Adilabad,Jowar(Sorghum),2369,2369,2369,14-Mar-24
132,Adilabad,Jowar(Sorghum),2405,2466,2466,30-Aug-24
133,Adilabad,Jowar(Sorghum),2424,2424,2424,19-Jul-24
134,Adilabad,Jowar(Sorghum),2424,2424,2424,23-Sep-24
135,Adilabad,Jowar(Sorghum),2777,2777,2777,02-Aug-24
136,Adilabad,Jowar(Sorghum),3180,3180,3180,01-Jun-24
137,Adilabad,Jowar(Sorghum),3180,3180,3180,01-May-24
138,Adilabad,Jowar(Sorghum),3180,3180,3180,03-May-24
139,Adilabad,Jowar(Sorghum),3180,3180,3180,04-May-24
140,Adilabad,Jowar(Sorghum),3180,3180,3180,05-May-24
141,Adilabad,Jowar(Sorghum),3180,3180,3180,07-May-24
142,Adilabad,Jowar(Sorghum),3180,3180,3180,08-May-24
143,Adilabad,Jowar(Sorghum),3180,3180,3180,09-May-24
144,Adilabad,Jowar(Sorghum),3180,3180,3180,10-May-24
145,Adilabad,Jowar(Sorghum),3180,3180,3180,11-May-24
146,Adilabad,Jowar(Sorghum),3180,3180,3180,15-May-24
147,Adilabad,Jowar(Sorghum),3180,3180,3180,16-May-24
148,Adilabad,Jowar(Sorghum),3180,3180,3180,17-May-24
149,Adilabad,Jowar(Sorghum),3180,3180,3180,18-May-24
150,Adilabad,Jowar(Sorghum),3180,3180,3180,19-May-24
