Sl no.,Centre Name,,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
158,Bharuch,,Jowar(Sorghum),3100,3500,3300,30-10-2024
159,Bharuch,,Jowar(Sorghum),3100,3500,3300,31-07-2024
160,Bharuch,,Jowar(Sorghum),3200,3500,3500,21-12-2024
161,Bharuch,,Jowar(Sorghum),3200,3600,3400,01-03-2024
162,Bharuch,,Jowar(Sorghum),3200,3600,3400,01-05-2024
163,Bharuch,,Jowar(Sorghum),3200,3600,3400,02-03-2024
164,Bharuch,,Jowar(Sorghum),3200,3600,3400,03-01-2024
165,Bharuch,,Jowar(Sorghum),3200,3600,3400,03-06-2024
166,Bharuch,,Jowar(Sorghum),3200,3600,3400,04-04-2024
167,Bharuch,,Jowar(Sorghum),3200,3600,3400,04-03-2024
168,Bharuch,,Jowar(Sorghum),3200,3600,3400,05-03-2024
169,Bharuch,,Jowar(Sorghum),3200,3600,3400,06-02-2024
170,Bharuch,,Jowar(Sorghum),3200,3600,3400,07-02-2024
171,Bharuch,,Jowar(Sorghum),3200,3600,3400,08-10-2024
172,Bharuch,,Jowar(Sorghum),3200,3600,3400,09-08-2024
173,Bharuch,,Jowar(Sorghum),3200,3600,3400,09-12-2024
174,Bharuch,,Jowar(Sorghum),3200,3600,3400,09-10-2024
175,Bharuch,,Jowar(Sorghum),3200,3600,3400,11-01-2024
176,Bharuch,,Jowar(Sorghum),3200,3600,3400,11-03-2024
177,Bharuch,,Jowar(Sorghum),3200,3600,3400,12-08-2024
178,Bharuch,,Jowar(Sorghum),3200,3600,3400,13-06-2024
179,Bharuch,,Jowar(Sorghum),3200,3600,3400,15-04-2024
180,Bharuch,,Jowar(Sorghum),3200,3600,3400,17-12-2024
181,Bharuch,,Jowar(Sorghum),3200,3600,3400,17-02-2024
182,Bharuch,,Jowar(Sorghum),3200,3600,3400,18-01-2024
183,Bharuch,,Jowar(Sorghum),3200,3600,3400,19-02-2024
184,Bharuch,,Jowar(Sorghum),3200,3600,3400,20-04-2024
185,Bharuch,,Jowar(Sorghum),3200,3600,3400,20-02-2024
186,Bharuch,,Jowar(Sorghum),3200,3600,3400,20-01-2024
187,Bharuch,,Jowar(Sorghum),3200,3600,3400,20-03-2024
188,Bharuch,,Jowar(Sorghum),3200,3600,3400,20-11-2024
189,Bharuch,,Jowar(Sorghum),3200,3600,3400,21-03-2024
190,Bharuch,,Jowar(Sorghum),3200,3600,3400,22-04-2024
191,Bharuch,,Jowar(Sorghum),3200,3600,3400,23-04-2024
192,Bharuch,,Jowar(Sorghum),3200,3600,3400,23-05-2024
193,Bharuch,,Jowar(Sorghum),3200,3600,3400,24-04-2024
194,Bharuch,,Jowar(Sorghum),3200,3600,3400,24-06-2024
195,Bharuch,,Jowar(Sorghum),3200,3600,3400,25-01-2024
196,Bharuch,,Jowar(Sorghum),3200,3600,3400,26-04-2024
197,Bharuch,,Jowar(Sorghum),3200,3600,3400,26-03-2024
198,Bharuch,,Jowar(Sorghum),3200,3600,3400,26-09-2024
199,Bharuch,,Jowar(Sorghum),3200,3600,3400,27-03-2024
200,Bharuch,,Jowar(Sorghum),3200,3600,3400,27-11-2024
201,Bharuch,,Jowar(Sorghum),3200,3600,3400,29-01-2024
202,Bharuch,,Jowar(Sorghum),3200,3600,3400,30-04-2024
203,Bharuch,,Jowar(Sorghum),3200,3600,3400,30-03-2024
204,Bharuch,,Jowar(Sorghum),3200,3700,3500,25-07-2024
205,Bharuch,,Jowar(Sorghum),3200,3800,3500,05-06-2024
206,Bharuch,,Jowar(Sorghum),3200,3800,3500,06-03-2024
207,Bharuch,,Jowar(Sorghum),3200,3800,3500,10-06-2024
208,Bharuch,,Jowar(Sorghum),3200,3800,3500,13-01-2024
209,Bharuch,,Jowar(Sorghum),3200,3800,3500,13-11-2024
210,Bharuch,,Jowar(Sorghum),3200,3800,3500,14-08-2024
211,Bharuch,,Jowar(Sorghum),3200,3800,3500,15-07-2024
212,Bharuch,,Jowar(Sorghum),3200,3800,3500,16-03-2024
213,Bharuch,,Jowar(Sorghum),3200,3800,3500,17-09-2024
214,Bharuch,,Jowar(Sorghum),3200,3800,3500,18-12-2024
215,Bharuch,,Jowar(Sorghum),3200,3800,3500,20-12-2024
216,Bharuch,,Jowar(Sorghum),3200,3800,3500,20-07-2024
217,Bharuch,,Jowar(Sorghum),3200,3800,3500,23-12-2024
218,Bharuch,,Jowar(Sorghum),3200,3800,3500,24-07-2024
219,Bharuch,,Jowar(Sorghum),3200,3800,3500,25-09-2024
220,Bharuch,,Jowar(Sorghum),3200,3800,3500,29-11-2024
221,Bharuch,,Jowar(Sorghum),3300,3700,3500,03-02-2024
222,Bharuch,,Jowar(Sorghum),3300,3700,3500,04-06-2024
223,Bharuch,,Jowar(Sorghum),3300,3700,3500,05-08-2024
224,Bharuch,,Jowar(Sorghum),3300,3700,3500,06-05-2024
225,Bharuch,,Jowar(Sorghum),3300,3700,3500,06-11-2024
226,Bharuch,,Jowar(Sorghum),3300,3700,3500,07-03-2024
227,Bharuch,,Jowar(Sorghum),3300,3700,3500,08-11-2024
228,Bharuch,,Jowar(Sorghum),3300,3700,3500,11-12-2024
229,Bharuch,,Jowar(Sorghum),3300,3700,3500,12-02-2024
230,Bharuch,,Jowar(Sorghum),3300,3700,3500,12-03-2024
231,Bharuch,,Jowar(Sorghum),3300,3700,3500,14-05-2024
232,Bharuch,,Jowar(Sorghum),3300,3700,3500,15-03-2024
233,Bharuch,,Jowar(Sorghum),3300,3700,3500,15-05-2024
234,Bharuch,,Jowar(Sorghum),3300,3700,3500,15-10-2024
235,Bharuch,,Jowar(Sorghum),3300,3700,3500,16-02-2024
236,Bharuch,,Jowar(Sorghum),3300,3700,3500,16-10-2024
237,Bharuch,,Jowar(Sorghum),3300,3700,3500,17-10-2024
238,Bharuch,,Jowar(Sorghum),3300,3700,3500,19-04-2024
239,Bharuch,,Jowar(Sorghum),3300,3700,3500,20-05-2024
240,Bharuch,,Jowar(Sorghum),3300,3700,3500,22-01-2024
241,Bharuch,,Jowar(Sorghum),3300,3700,3500,22-05-2024
242,Bharuch,,Jowar(Sorghum),3300,3700,3500,25-06-2024
243,Bharuch,,Jowar(Sorghum),3300,3700,3500,26-02-2024
244,Bharuch,,Jowar(Sorghum),3300,3700,3500,28-02-2024
245,Bharuch,,Jowar(Sorghum),3300,3700,3500,30-01-2024
246,Bharuch,,Jowar(Sorghum),3300,3900,3600,14-01-2024
247,Bharuch,,Jowar(Sorghum),3300,3900,3600,15-01-2024
248,Bharuch,,Jowar(Sorghum),3300,3900,3600,19-09-2024
249,Bharuch,,Jowar(Sorghum),3400,3800,3600,01-02-2024
250,Bharuch,,Jowar(Sorghum),3400,3800,3600,05-09-2024
251,Bharuch,,Jowar(Sorghum),3400,3800,3600,18-04-2024
252,Bharuch,,Jowar(Sorghum),3400,3800,3600,27-02-2024
253,Bharuch,,Jowar(Sorghum),3400,3800,3600,28-08-2024
254,Bharuch,,Jowar(Sorghum),3400,3800,3600,30-08-2024
255,Bharuch,,Jowar(Sorghum),3400,3800,3600,31-05-2024
256,Bharuch,,Jowar(Sorghum),3500,3700,3600,04-12-2024
257,Bharuch,,Jowar(Sorghum),3500,3700,3600,05-02-2024
258,Bharuch,,Jowar(Sorghum),3500,3700,3600,13-03-2024
259,Bharuch,,Jowar(Sorghum),3500,3700,3600,21-02-2024
260,Bharuch,,Jowar(Sorghum),3500,3900,3700,01-10-2024
261,Bharuch,,Jowar(Sorghum),3500,3900,3700,04-11-2024
262,Bharuch,,Jowar(Sorghum),3500,3900,3700,12-11-2024
263,Bharuch,,Jowar(Sorghum),3500,3900,3700,13-12-2024
264,Bharuch,,Jowar(Sorghum),3500,3900,3700,17-08-2024
265,Bharuch,,Jowar(Sorghum),3500,3900,3700,27-08-2024
266,Bharuch,,Jowar(Sorghum),3500,3900,3700,27-09-2024
267,Bharuch,,Jowar(Sorghum),3500,3900,3700,29-08-2024
268,Bharuch,,Jowar(Sorghum),3500,3900,3700,31-12-2024
269,Bharuch,,Jowar(Sorghum),2400,2800,2600,19-01-2024
270,Bharuch,,Jowar(Sorghum),2400,2800,2600,19-03-2024
271,Bharuch,,Jowar(Sorghum),2400,2800,2600,23-01-2024
272,Bharuch,,Jowar(Sorghum),2500,3200,2800,30-11-2024
273,Bharuch,,Jowar(Sorghum),2600,3000,2800,04-01-2024
274,Bharuch,,Jowar(Sorghum),2600,3000,2800,05-11-2024
275,Bharuch,,Jowar(Sorghum),2600,3000,2800,07-11-2024
276,Bharuch,,Jowar(Sorghum),2600,3000,2800,11-11-2024
277,Bharuch,,Jowar(Sorghum),2600,3000,2800,17-11-2024
278,Bharuch,,Jowar(Sorghum),2600,3000,2800,22-10-2024
279,Bharuch,,Jowar(Sorghum),2600,3000,2800,31-01-2024
280,Bharuch,,Jowar(Sorghum),2600,3200,2800,16-07-2024
281,Bharuch,,Jowar(Sorghum),2600,3200,2800,28-11-2024
282,Bharuch,,Jowar(Sorghum),2600,3200,2800,29-02-2024
283,Bharuch,,Jowar(Sorghum),2600,3200,3000,06-06-2024
284,Bharuch,,Jowar(Sorghum),2600,3300,2800,25-04-2024
285,Bharuch,,Jowar(Sorghum),2700,3200,3000,10-01-2024
286,Bharuch,,Jowar(Sorghum),2700,3200,3000,17-01-2024
287,Bharuch,,Jowar(Sorghum),2700,3300,3000,05-12-2024
288,Bharuch,,Jowar(Sorghum),2700,3300,3000,06-01-2024
289,Bharuch,,Jowar(Sorghum),2700,3300,3000,06-07-2024
290,Bharuch,,Jowar(Sorghum),2700,3300,3000,08-08-2024
291,Bharuch,,Jowar(Sorghum),2700,3300,3000,08-01-2024
292,Bharuch,,Jowar(Sorghum),2700,3300,3000,08-07-2024
293,Bharuch,,Jowar(Sorghum),2700,3300,3000,09-07-2024
294,Bharuch,,Jowar(Sorghum),2700,3300,3000,10-07-2024
295,Bharuch,,Jowar(Sorghum),2700,3300,3000,16-01-2024
296,Bharuch,,Jowar(Sorghum),2700,3300,3000,16-11-2024
297,Bharuch,,Jowar(Sorghum),2700,3300,3000,18-07-2024
298,Bharuch,,Jowar(Sorghum),2700,3300,3000,19-07-2024
299,Bharuch,,Jowar(Sorghum),2700,3300,3000,20-07-2024
300,Bharuch,,Jowar(Sorghum),2700,3300,3000,22-07-2024
301,Bharuch,,Jowar(Sorghum),2700,3300,3000,23-09-2024
302,Bharuch,,Jowar(Sorghum),2700,3300,3000,25-12-2024
303,Bharuch,,Jowar(Sorghum),2700,3300,3000,25-11-2024
304,Bharuch,,Jowar(Sorghum),2700,3300,3000,26-11-2024
305,Bharuch,,Jowar(Sorghum),2700,3300,3000,28-12-2024
306,Bharuch,,Jowar(Sorghum),2800,3200,3000,01-08-2024
307,Bharuch,,Jowar(Sorghum),2800,3200,3000,03-08-2024
308,Bharuch,,Jowar(Sorghum),2800,3200,3000,03-01-2024
309,Bharuch,,Jowar(Sorghum),2800,3200,3000,06-08-2024
310,Bharuch,,Jowar(Sorghum),2800,3200,3000,06-11-2024
311,Bharuch,,Jowar(Sorghum),2800,3200,3000,09-01-2024
312,Bharuch,,Jowar(Sorghum),2800,3200,3000,11-07-2024
313,Bharuch,,Jowar(Sorghum),2800,3200,3000,12-12-2024
314,Bharuch,,Jowar(Sorghum),2800,3200,3000,12-01-2024
315,Bharuch,,Jowar(Sorghum),2800,3200,3000,12-07-2024
316,Bharuch,,Jowar(Sorghum),2800,3200,3000,18-11-2024
317,Bharuch,,Jowar(Sorghum),2800,3200,3000,19-11-2024
318,Bharuch,,Jowar(Sorghum),2800,3200,3000,21-10-2024
319,Bharuch,,Jowar(Sorghum),2800,3200,3000,23-07-2024
320,Bharuch,,Jowar(Sorghum),2800,3200,3000,23-10-2024
321,Bharuch,,Jowar(Sorghum),2800,3200,3000,24-01-2024
322,Bharuch,,Jowar(Sorghum),2800,3200,3000,24-10-2024
323,Bharuch,,Jowar(Sorghum),2800,3200,3000,24-09-2024
324,Bharuch,,Jowar(Sorghum),2800,3200,3000,25-10-2024
325,Bharuch,,Jowar(Sorghum),2800,3200,3000,26-07-2024
326,Bharuch,,Jowar(Sorghum),2800,3200,3000,30-07-2024
327,Bharuch,,Jowar(Sorghum),2800,3200,3000,30-10-2024
328,Bharuch,,Jowar(Sorghum),2800,3200,3000,30-09-2024
329,Bharuch,,Jowar(Sorghum),2800,3200,3000,31-07-2024
330,Bharuch,,Jowar(Sorghum),2800,3300,3000,05-01-2024
331,Bharuch,,Jowar(Sorghum),2800,3300,3000,22-11-2024
332,Bharuch,,Jowar(Sorghum),2800,3400,3000,29-07-2024
333,Bharuch,,Jowar(Sorghum),2800,3400,3200,20-01-2024
334,Bharuch,,Jowar(Sorghum),2800,3500,3200,19-06-2024
335,Bharuch,,Jowar(Sorghum),3000,3400,3200,02-12-2024
336,Bharuch,,Jowar(Sorghum),3000,3400,3200,06-12-2024
337,Bharuch,,Jowar(Sorghum),3000,3400,3200,07-08-2024
338,Bharuch,,Jowar(Sorghum),3000,3400,3200,07-12-2024
339,Bharuch,,Jowar(Sorghum),3000,3400,3200,09-10-2024
340,Bharuch,,Jowar(Sorghum),3000,3400,3200,10-10-2024
341,Bharuch,,Jowar(Sorghum),3000,3400,3200,10-09-2024
342,Bharuch,,Jowar(Sorghum),3000,3400,3200,12-09-2024
343,Bharuch,,Jowar(Sorghum),3000,3400,3200,13-12-2024
344,Bharuch,,Jowar(Sorghum),3000,3400,3200,14-03-2024
345,Bharuch,,Jowar(Sorghum),3000,3400,3200,16-08-2024
346,Bharuch,,Jowar(Sorghum),3000,3400,3200,19-12-2024
347,Bharuch,,Jowar(Sorghum),3000,3400,3200,20-08-2024
348,Bharuch,,Jowar(Sorghum),3000,3400,3200,20-11-2024
349,Bharuch,,Jowar(Sorghum),3000,3400,3200,20-09-2024
350,Bharuch,,Jowar(Sorghum),3000,3400,3200,21-11-2024
351,Bharuch,,Jowar(Sorghum),3000,3400,3200,24-12-2024
352,Bharuch,,Jowar(Sorghum),3000,3400,3200,27-11-2024
353,Bharuch,,Jowar(Sorghum),3000,3400,3200,29-10-2024
354,Bharuch,,Jowar(Sorghum),3000,3400,3200,30-12-2024
355,Bharuch,,Jowar(Sorghum),3000,3400,3200,31-08-2024
356,Bharuch,,Jowar(Sorghum),3000,3500,3300,09-08-2024
357,Bharuch,,Jowar(Sorghum),3000,3500,3300,17-08-2024
358,Bharuch,,Jowar(Sorghum),3000,3500,3300,29-04-2024
359,Bharuch,,Jowar(Sorghum),3000,3600,3300,01-07-2024
360,Bharuch,,Jowar(Sorghum),3000,3600,3300,01-06-2024
361,Bharuch,,Jowar(Sorghum),3000,3600,3300,02-02-2024
362,Bharuch,,Jowar(Sorghum),3000,3600,3300,02-07-2024
363,Bharuch,,Jowar(Sorghum),3000,3600,3300,04-05-2024
364,Bharuch,,Jowar(Sorghum),3000,3600,3300,07-02-2024
365,Bharuch,,Jowar(Sorghum),3000,3600,3300,09-05-2024
366,Bharuch,,Jowar(Sorghum),3000,3600,3300,14-05-2024
367,Bharuch,,Jowar(Sorghum),3000,3600,3300,15-04-2024
368,Bharuch,,Jowar(Sorghum),3000,3600,3300,19-04-2024
369,Bharuch,,Jowar(Sorghum),3000,3600,3300,20-04-2024
370,Bharuch,,Jowar(Sorghum),3000,3600,3300,20-02-2024
371,Bharuch,,Jowar(Sorghum),3000,3600,3300,27-05-2024
372,Bharuch,,Jowar(Sorghum),3000,3600,3300,30-05-2024
373,Bharuch,,Jowar(Sorghum),3000,3800,3400,08-11-2024
374,Bharuch,,Jowar(Sorghum),3100,3500,3300,01-05-2024
375,Bharuch,,Jowar(Sorghum),3100,3500,3300,02-08-2024
376,Bharuch,,Jowar(Sorghum),3100,3500,3300,02-09-2024
377,Bharuch,,Jowar(Sorghum),3100,3500,3300,03-12-2024
378,Bharuch,,Jowar(Sorghum),3100,3500,3300,03-07-2024
379,Bharuch,,Jowar(Sorghum),3100,3500,3300,03-10-2024
380,Bharuch,,Jowar(Sorghum),3100,3500,3300,03-09-2024
381,Bharuch,,Jowar(Sorghum),3100,3500,3300,04-10-2024
382,Bharuch,,Jowar(Sorghum),3100,3500,3300,04-09-2024
383,Bharuch,,Jowar(Sorghum),3100,3500,3300,05-07-2024
384,Bharuch,,Jowar(Sorghum),3100,3500,3300,05-10-2024
385,Bharuch,,Jowar(Sorghum),3100,3500,3300,06-02-2024
