Sl no.,Centre Name,,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Bharuch,,Jowar(Sorghum),2200,2800,2600,18-03-2024
2,Bharuch,,Jowar(Sorghum),2400,2800,2600,31-01-2024
3,Bharuch,,Jowar(Sorghum),2500,3000,2700,19-03-2024
4,Bharuch,,Jowar(Sorghum),2500,3000,2800,30-11-2024
5,Bharuch,,Jowar(Sorghum),2600,3000,2800,02-12-2024
6,Bharuch,,Jowar(Sorghum),2600,3000,2800,05-01-2024
7,Bharuch,,Jowar(Sorghum),2600,3000,2800,08-01-2024
8,Bharuch,,Jowar(Sorghum),2600,3000,2800,11-07-2024
9,Bharuch,,Jowar(Sorghum),2600,3000,2800,18-11-2024
10,Bharuch,,Jowar(Sorghum),2600,3000,2800,19-01-2024
11,Bharuch,,Jowar(Sorghum),2600,3000,2800,22-07-2024
12,Bharuch,,Jowar(Sorghum),2600,3000,2800,23-01-2024
13,Bharuch,,Jowar(Sorghum),2600,3000,2800,26-07-2024
14,Bharuch,,Jowar(Sorghum),2600,3000,2800,28-11-2024
15,Bharuch,,Jowar(Sorghum),2600,3000,2800,30-07-2024
16,Bharuch,,Jowar(Sorghum),2600,3200,2800,29-02-2024
17,Bharuch,,Jowar(Sorghum),2600,3300,3000,25-04-2024
18,Bharuch,,Jowar(Sorghum),2700,3300,3000,01-08-2024
19,Bharuch,,Jowar(Sorghum),2700,3300,3000,09-01-2024
20,Bharuch,,Jowar(Sorghum),2700,3300,3000,12-01-2024
21,Bharuch,,Jowar(Sorghum),2700,3300,3000,12-07-2024
22,Bharuch,,Jowar(Sorghum),2700,3300,3000,23-07-2024
23,Bharuch,,Jowar(Sorghum),2700,3300,3000,23-10-2024
24,Bharuch,,Jowar(Sorghum),2700,3300,3000,25-12-2024
25,Bharuch,,Jowar(Sorghum),2700,3300,3000,30-12-2024
26,Bharuch,,Jowar(Sorghum),2800,3200,3000,02-08-2024
27,Bharuch,,Jowar(Sorghum),2800,3200,3000,02-02-2024
28,Bharuch,,Jowar(Sorghum),2800,3200,3000,04-01-2024
29,Bharuch,,Jowar(Sorghum),2800,3200,3000,05-11-2024
30,Bharuch,,Jowar(Sorghum),2800,3200,3000,06-12-2024
31,Bharuch,,Jowar(Sorghum),2800,3200,3000,06-01-2024
32,Bharuch,,Jowar(Sorghum),2800,3200,3000,06-07-2024
33,Bharuch,,Jowar(Sorghum),2800,3200,3000,07-11-2024
34,Bharuch,,Jowar(Sorghum),2800,3200,3000,08-07-2024
35,Bharuch,,Jowar(Sorghum),2800,3200,3000,09-07-2024
36,Bharuch,,Jowar(Sorghum),2800,3200,3000,10-07-2024
37,Bharuch,,Jowar(Sorghum),2800,3200,3000,11-11-2024
38,Bharuch,,Jowar(Sorghum),2800,3200,3000,12-12-2024
39,Bharuch,,Jowar(Sorghum),2800,3200,3000,14-06-2024
40,Bharuch,,Jowar(Sorghum),2800,3200,3000,16-11-2024
41,Bharuch,,Jowar(Sorghum),2800,3200,3000,18-07-2024
42,Bharuch,,Jowar(Sorghum),2800,3200,3000,19-12-2024
43,Bharuch,,Jowar(Sorghum),2800,3200,3000,19-07-2024
44,Bharuch,,Jowar(Sorghum),2800,3200,3000,22-10-2024
45,Bharuch,,Jowar(Sorghum),2800,3200,3000,25-11-2024
46,Bharuch,,Jowar(Sorghum),2800,3200,3000,28-10-2024
47,Bharuch,,Jowar(Sorghum),2800,3200,3000,29-06-2024
48,Bharuch,,Jowar(Sorghum),2800,3200,3000,29-10-2024
49,Bharuch,,Jowar(Sorghum),2800,3400,3000,29-07-2024
50,Bharuch,,Jowar(Sorghum),2800,3400,3200,10-01-2024
51,Bharuch,,Jowar(Sorghum),2800,3400,3200,13-02-2024
52,Bharuch,,Jowar(Sorghum),2800,3400,3200,16-07-2024
53,Bharuch,,Jowar(Sorghum),2800,3500,3200,06-06-2024
54,Bharuch,,Jowar(Sorghum),3000,3400,3200,02-09-2024
55,Bharuch,,Jowar(Sorghum),3000,3400,3200,03-12-2024
56,Bharuch,,Jowar(Sorghum),3000,3400,3200,03-10-2024
57,Bharuch,,Jowar(Sorghum),3000,3400,3200,03-09-2024
58,Bharuch,,Jowar(Sorghum),3000,3400,3200,04-07-2024
59,Bharuch,,Jowar(Sorghum),3000,3400,3200,04-10-2024
60,Bharuch,,Jowar(Sorghum),3000,3400,3200,04-09-2024
61,Bharuch,,Jowar(Sorghum),3000,3400,3200,05-12-2024
62,Bharuch,,Jowar(Sorghum),3000,3400,3200,05-07-2024
63,Bharuch,,Jowar(Sorghum),3000,3400,3200,05-10-2024
64,Bharuch,,Jowar(Sorghum),3000,3400,3200,06-08-2024
65,Bharuch,,Jowar(Sorghum),3000,3400,3200,06-09-2024
66,Bharuch,,Jowar(Sorghum),3000,3400,3200,07-10-2024
67,Bharuch,,Jowar(Sorghum),3000,3400,3200,08-08-2024
68,Bharuch,,Jowar(Sorghum),3000,3400,3200,09-09-2024
69,Bharuch,,Jowar(Sorghum),3000,3400,3200,10-12-2024
70,Bharuch,,Jowar(Sorghum),3000,3400,3200,11-10-2024
71,Bharuch,,Jowar(Sorghum),3000,3400,3200,13-08-2024
72,Bharuch,,Jowar(Sorghum),3000,3400,3200,13-09-2024
73,Bharuch,,Jowar(Sorghum),3000,3400,3200,14-03-2024
74,Bharuch,,Jowar(Sorghum),3000,3400,3200,14-10-2024
75,Bharuch,,Jowar(Sorghum),3000,3400,3200,16-12-2024
76,Bharuch,,Jowar(Sorghum),3000,3400,3200,16-01-2024
77,Bharuch,,Jowar(Sorghum),3000,3400,3200,17-01-2024
78,Bharuch,,Jowar(Sorghum),3000,3400,3200,17-11-2024
79,Bharuch,,Jowar(Sorghum),3000,3400,3200,18-10-2024
80,Bharuch,,Jowar(Sorghum),3000,3400,3200,18-09-2024
81,Bharuch,,Jowar(Sorghum),3000,3400,3200,19-10-2024
82,Bharuch,,Jowar(Sorghum),3000,3400,3200,20-06-2024
83,Bharuch,,Jowar(Sorghum),3000,3400,3200,20-09-2024
84,Bharuch,,Jowar(Sorghum),3000,3400,3200,21-10-2024
85,Bharuch,,Jowar(Sorghum),3000,3400,3200,21-09-2024
86,Bharuch,,Jowar(Sorghum),3000,3400,3200,22-08-2024
87,Bharuch,,Jowar(Sorghum),3000,3400,3200,23-08-2024
88,Bharuch,,Jowar(Sorghum),3000,3400,3200,23-09-2024
89,Bharuch,,Jowar(Sorghum),3000,3400,3200,24-12-2024
90,Bharuch,,Jowar(Sorghum),3000,3400,3200,25-10-2024
91,Bharuch,,Jowar(Sorghum),3000,3400,3200,26-12-2024
92,Bharuch,,Jowar(Sorghum),3000,3400,3200,27-12-2024
93,Bharuch,,Jowar(Sorghum),3000,3400,3200,28-06-2024
94,Bharuch,,Jowar(Sorghum),3000,3400,3200,29-04-2024
95,Bharuch,,Jowar(Sorghum),3000,3400,3200,29-12-2024
96,Bharuch,,Jowar(Sorghum),3000,3400,3200,30-09-2024
97,Bharuch,,Jowar(Sorghum),3000,3500,3300,20-08-2024
98,Bharuch,,Jowar(Sorghum),3000,3500,3300,22-11-2024
99,Bharuch,,Jowar(Sorghum),3000,3500,3300,31-08-2024
100,Bharuch,,Jowar(Sorghum),3000,3600,3300,03-07-2024
101,Bharuch,,Jowar(Sorghum),3000,3600,3300,04-05-2024
102,Bharuch,,Jowar(Sorghum),3000,3600,3300,07-06-2024
103,Bharuch,,Jowar(Sorghum),3000,3600,3300,07-05-2024
104,Bharuch,,Jowar(Sorghum),3000,3600,3300,08-02-2024
105,Bharuch,,Jowar(Sorghum),3000,3600,3300,08-05-2024
106,Bharuch,,Jowar(Sorghum),3000,3600,3300,11-06-2024
107,Bharuch,,Jowar(Sorghum),3000,3600,3300,12-04-2024
108,Bharuch,,Jowar(Sorghum),3000,3600,3300,13-05-2024
109,Bharuch,,Jowar(Sorghum),3000,3600,3300,15-02-2024
110,Bharuch,,Jowar(Sorghum),3000,3600,3300,16-04-2024
111,Bharuch,,Jowar(Sorghum),3000,3600,3300,16-05-2024
112,Bharuch,,Jowar(Sorghum),3000,3600,3300,18-06-2024
113,Bharuch,,Jowar(Sorghum),3000,3600,3300,19-06-2024
114,Bharuch,,Jowar(Sorghum),3000,3600,3300,21-06-2024
115,Bharuch,,Jowar(Sorghum),3000,3600,3300,21-05-2024
116,Bharuch,,Jowar(Sorghum),3000,3600,3300,26-06-2024
117,Bharuch,,Jowar(Sorghum),3000,3600,3300,27-06-2024
118,Bharuch,,Jowar(Sorghum),3000,3600,3300,28-05-2024
119,Bharuch,,Jowar(Sorghum),3100,3500,3300,01-04-2024
120,Bharuch,,Jowar(Sorghum),3100,3500,3300,01-07-2024
121,Bharuch,,Jowar(Sorghum),3100,3500,3300,01-06-2024
122,Bharuch,,Jowar(Sorghum),3100,3500,3300,02-07-2024
123,Bharuch,,Jowar(Sorghum),3100,3500,3300,02-05-2024
124,Bharuch,,Jowar(Sorghum),3100,3500,3300,03-08-2024
125,Bharuch,,Jowar(Sorghum),3100,3500,3300,03-05-2024
126,Bharuch,,Jowar(Sorghum),3100,3500,3300,05-04-2024
127,Bharuch,,Jowar(Sorghum),3100,3500,3300,07-08-2024
128,Bharuch,,Jowar(Sorghum),3100,3500,3300,07-12-2024
129,Bharuch,,Jowar(Sorghum),3100,3500,3300,08-04-2024
130,Bharuch,,Jowar(Sorghum),3100,3500,3300,09-02-2024
131,Bharuch,,Jowar(Sorghum),3100,3500,3300,09-05-2024
132,Bharuch,,Jowar(Sorghum),3100,3500,3300,10-10-2024
133,Bharuch,,Jowar(Sorghum),3100,3500,3300,10-09-2024
134,Bharuch,,Jowar(Sorghum),3100,3500,3300,11-09-2024
135,Bharuch,,Jowar(Sorghum),3100,3500,3300,12-06-2024
136,Bharuch,,Jowar(Sorghum),3100,3500,3300,12-09-2024
137,Bharuch,,Jowar(Sorghum),3100,3500,3300,14-02-2024
138,Bharuch,,Jowar(Sorghum),3100,3500,3300,14-11-2024
139,Bharuch,,Jowar(Sorghum),3100,3500,3300,15-06-2024
140,Bharuch,,Jowar(Sorghum),3100,3500,3300,15-11-2024
141,Bharuch,,Jowar(Sorghum),3100,3500,3300,16-08-2024
142,Bharuch,,Jowar(Sorghum),3100,3500,3300,17-05-2024
143,Bharuch,,Jowar(Sorghum),3100,3500,3300,18-05-2024
144,Bharuch,,Jowar(Sorghum),3100,3500,3300,19-11-2024
145,Bharuch,,Jowar(Sorghum),3100,3500,3300,21-08-2024
146,Bharuch,,Jowar(Sorghum),3100,3500,3300,21-11-2024
147,Bharuch,,Jowar(Sorghum),3100,3500,3300,22-02-2024
148,Bharuch,,Jowar(Sorghum),3100,3500,3300,23-02-2024
149,Bharuch,,Jowar(Sorghum),3100,3500,3300,24-01-2024
150,Bharuch,,Jowar(Sorghum),3100,3500,3300,24-10-2024
151,Bharuch,,Jowar(Sorghum),3100,3500,3300,24-09-2024
152,Bharuch,,Jowar(Sorghum),3100,3500,3300,26-11-2024
153,Bharuch,,Jowar(Sorghum),3100,3500,3300,27-05-2024
154,Bharuch,,Jowar(Sorghum),3100,3500,3300,28-12-2024
155,Bharuch,,Jowar(Sorghum),3100,3500,3300,28-03-2024
156,Bharuch,,Jowar(Sorghum),3100,3500,3300,29-05-2024
157,Bharuch,,Jowar(Sorghum),3100,3500,3300,30-05-2024
