Sl no.,District Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Yamuna Nagar,Maize,1800,2100,2000,06-06-2024
2,Yamuna Nagar,Maize,1850,2090,2070,12-06-2024
3,Yamuna Nagar,Maize,2000,2000,2000,03-06-2024
4,Yamuna Nagar,Maize,2000,2090,2080,21-06-2024
5,Yamuna Nagar,Maize,2000,2100,2090,08-06-2024
6,Yamuna Nagar,Maize,2000,2100,2090,09-06-2024
7,Yamuna Nagar,Maize,2000,2200,2100,07-06-2024
8,Yamuna Nagar,Maize,2060,2090,2070,15-06-2024
9,Yamuna Nagar,Maize,2060,2090,2080,18-06-2024
10,Yamuna Nagar,Maize,2070,2090,2080,13-06-2024
11,Yamuna Nagar,Maize,2080,2090,2085,22-06-2024
12,Yamuna Nagar,Maize,2080,2100,2090,11-06-2024
13,Yamuna Nagar,Maize,2080,2100,2090,17-06-2024
14,Yamuna Nagar,Maize,2100,2100,2100,04-06-2024
15,Yamuna Nagar,Maize,2100,2160,2120,25-06-2024
16,Yamuna Nagar,Maize,2100,2180,2150,02-07-2024
17,Yamuna Nagar,Maize,2100,2200,2150,01-07-2024
18,Yamuna Nagar,Maize,2100,2200,2170,29-06-2024
19,Yamuna Nagar,Maize,2100,2200,2180,26-06-2024
