Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Jaipur,Sugar,4000,4400,4200,24-09-2024
2,Jaipur,Sugar,4100,4400,4250,11-12-2024
3,Jaipur,Sugar,4100,4400,4250,16-12-2024
4,Jaipur,Sugar,4100,4400,4250,17-09-2024
5,Jaipur,Sugar,4100,4400,4250,19-09-2024
6,Jaipur,Sugar,4100,4400,4250,23-09-2024
7,Jaipur,Sugar,4100,4400,4250,25-09-2024
8,Jaipur,Sugar,4100,4500,4300,30-12-2024
9,Jaipur,Sugar,4200,4350,4275,12-11-2024
10,Jaipur,Sugar,4200,4350,4275,21-11-2024
11,Jaipur,Sugar,4200,4400,4300,05-11-2024
12,Jaipur,Sugar,4200,4400,4300,08-11-2024
13,Jaipur,Sugar,4200,4400,4300,16-10-2024
14,Jaipur,Sugar,4200,4400,4300,17-12-2024
15,Jaipur,Sugar,4200,4400,4300,20-09-2024
16,Jaipur,Sugar,4200,4400,4300,26-09-2024
17,Jaipur,Sugar,4200,4500,4350,27-12-2024
18,Jaipur,Sugar,4200,4500,4350,29-11-2024
19,Jaipur,Sugar,4230,4400,4315,08-10-2024
20,Jaipur,Sugar,4250,4400,4325,06-11-2024
21,Jaipur,Sugar,4250,4400,4325,09-12-2024
22,Jaipur,Sugar,4250,4400,4325,17-10-2024
23,Jaipur,Sugar,4250,4400,4325,18-10-2024
24,Jaipur,Sugar,4250,4500,4375,02-12-2024
