Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Patiala,Wheat,2275,2275,2275,06-05-2024
2,Patiala,Wheat,2275,2275,2275,20-04-2024
3,Patiala,Wheat,2275,2275,2275,26-04-2024
4,Patiala,Wheat,2275,2275,2275,22-04-2024
5,Patiala,Wheat,2275,2275,2275,18-04-2024
6,Patiala,Wheat,2275,2275,2275,05-05-2024
7,Patiala,Wheat,2275,2275,2275,17-04-2024
8,Patiala,Wheat,2275,2275,2275,15-04-2024
9,Patiala,Wheat,2275,2275,2275,02-05-2024
10,Patiala,Wheat,2275,2275,2275,01-05-2024
11,Patiala,Wheat,2275,2275,2275,11-05-2024
12,Patiala,Wheat,2275,2275,2275,21-04-2024
13,Patiala,Wheat,2275,2275,2275,19-04-2024
14,Patiala,Wheat,2275,2275,2275,25-04-2024
15,Patiala,Wheat,2275,2275,2275,28-04-2024
16,Patiala,Wheat,2275,2275,2275,27-04-2024
