Sl no.,Centre Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Hamirpur,Jowar(Sorghum),3000,4000,3850,01-03-2024
2,Hamirpur,Jowar(Sorghum),3200,3800,3500,21-06-2024
3,Hamirpur,Jowar(Sorghum),3200,4000,3800,29-04-2024
4,Hamirpur,Jowar(Sorghum),3400,4000,3900,27-04-2024
5,Hamirpur,Jowar(Sorghum),3400,4000,3900,28-04-2024
6,Hamirpur,Jowar(Sorghum),3400,4000,3900,30-04-2024
7,Hamirpur,Jowar(Sorghum),3400,4050,4000,09-04-2024
8,Hamirpur,Jowar(Sorghum),3400,4050,4000,22-04-2024
9,Hamirpur,Jowar(Sorghum),3400,4050,4000,23-04-2024
10,Hamirpur,Jowar(Sorghum),3400,4100,4000,24-04-2024
11,Hamirpur,Jowar(Sorghum),3400,4200,4000,10-04-2024
12,Hamirpur,Jowar(Sorghum),3455,4100,4025,26-04-2024
13,Hamirpur,Jowar(Sorghum),3500,4000,3800,28-06-2024
14,Hamirpur,Jowar(Sorghum),3500,4000,3850,10-06-2024
15,Hamirpur,Jowar(Sorghum),3500,4050,4000,18-05-2024
16,Hamirpur,Jowar(Sorghum),3500,4100,4000,12-04-2024
17,Hamirpur,Jowar(Sorghum),3500,4200,3800,18-02-2024
18,Hamirpur,Jowar(Sorghum),3500,4200,4000,02-03-2024
19,Hamirpur,Jowar(Sorghum),3500,4200,4000,26-02-2024
20,Hamirpur,Jowar(Sorghum),3500,4200,4050,17-05-2024
21,Hamirpur,Jowar(Sorghum),3500,4200,4100,22-05-2024
22,Hamirpur,Jowar(Sorghum),3500,4400,4000,19-02-2024
23,Hamirpur,Jowar(Sorghum),3550,4000,3900,06-07-2024
24,Hamirpur,Jowar(Sorghum),3550,4000,3950,01-07-2024
25,Hamirpur,Jowar(Sorghum),3600,4400,4200,08-04-2024
26,Hamirpur,Jowar(Sorghum),3700,4200,4000,19-04-2024
27,Hamirpur,Jowar(Sorghum),3700,4400,4300,06-05-2024
28,Hamirpur,Jowar(Sorghum),3755,4550,4450,21-02-2024
29,Hamirpur,Jowar(Sorghum),3800,3900,3875,27-09-2024
30,Hamirpur,Jowar(Sorghum),3800,4500,4350,07-05-2024
31,Hamirpur,Jowar(Sorghum),3800,4500,4400,07-04-2024
32,Hamirpur,Jowar(Sorghum),3800,4500,4400,14-05-2024
33,Hamirpur,Jowar(Sorghum),3800,4550,4500,10-05-2024
34,Hamirpur,Jowar(Sorghum),3800,4600,4500,16-04-2024
35,Hamirpur,Jowar(Sorghum),3800,4700,4500,05-03-2024
36,Hamirpur,Jowar(Sorghum),3800,4800,4500,20-02-2024
37,Hamirpur,Jowar(Sorghum),3800,4800,4500,27-02-2024
38,Hamirpur,Jowar(Sorghum),3800,4900,4380,28-02-2024
39,Hamirpur,Jowar(Sorghum),3900,4050,4000,31-12-2024
40,Hamirpur,Jowar(Sorghum),3900,4600,4400,10-03-2024
41,Hamirpur,Jowar(Sorghum),3900,4700,4600,05-04-2024
42,Hamirpur,Jowar(Sorghum),3950,4600,4550,06-04-2024
43,Hamirpur,Jowar(Sorghum),4000,4350,4300,31-05-2024
44,Hamirpur,Jowar(Sorghum),4000,4550,4360,25-02-2024
45,Hamirpur,Jowar(Sorghum),4000,4550,4500,03-04-2024
46,Hamirpur,Jowar(Sorghum),4000,4550,4500,27-03-2024
47,Hamirpur,Jowar(Sorghum),4000,4600,4500,08-03-2024
48,Hamirpur,Jowar(Sorghum),4000,4600,4500,15-04-2024
49,Hamirpur,Jowar(Sorghum),4000,4650,4500,12-03-2024
50,Hamirpur,Jowar(Sorghum),4000,4800,4500,24-02-2024
51,Hamirpur,Jowar(Sorghum),4000,4800,4550,02-04-2024
